ENSG1	ENSG2	Name1	Name2	Cofrac_PPI_score	In_Corum	Dm	Xl	Mm	Hs	Dd	Sp	Ce	Sc	Nv
ENSG00000168495	ENSG00000113356	POLR3D	POLR3G	1	0	FBgn0036775--FBgn0053051		ENSMUSG00000000776--ENSMUSG00000035834	ENSG00000168495--ENSG00000113356					
ENSG00000106588	ENSG00000204264	PSMA2	PSMB8	1	0	FBgn0086134--FBgn0029134			ENSG00000106588--ENSG00000204264		SPU_026430--SPU_014490	D1054.2--K05C4.1	YML092C--YPR103W	
ENSG00000173473	ENSG00000066117	SMARCC1	SMARCD1	1	1	FBgn0002783--FBgn0025463		ENSMUSG00000032481--ENSMUSG00000023018	ENSG00000173473--ENSG00000066117		SPU_000801--SPU_003233	Y113G7B.23--ZK1128.5		
ENSG00000134480	ENSG00000020426	CCNH	MNAT1	1	1	FBgn0022936--FBgn0024956		ENSMUSG00000021548--ENSMUSG00000021103	ENSG00000134480--ENSG00000020426		SPU_011658--SPU_014250			
ENSG00000153107	ENSG00000004897	ANAPC1	CDC27	1	1	FBgn0004391--FBgn0012058		ENSMUSG00000014355--ENSMUSG00000020687	ENSG00000153107--ENSG00000004897					
ENSG00000102978	ENSG00000181222	POLR2C	POLR2A	1	1	FBgn0026373--FBgn0003277		ENSMUSG00000031783--ENSMUSG00000005198	ENSG00000102978--ENSG00000181222		SPU_001439--SPU_022309	C36B1.3--F36A4.7	YIL021W--YDL140C	
ENSG00000117360	ENSG00000169217	PRPF3	CD2BP2	1	1	FBgn0036915--FBgn0032250			ENSG00000117360--ENSG00000169217		SPU_019769--SPU_023519	M03C11.7--Y47D3A.27		
ENSG00000130311	ENSG00000145041	DDA1	VPRBP	1	0	FBgn0051855--FBgn0034641			ENSG00000130311--ENSG00000145041					
ENSG00000130177	ENSG00000164162	CDC16	ANAPC10	1	1				ENSG00000130177--ENSG00000164162		SPU_002193--SPU_025744			
ENSG00000071894	ENSG00000125755	CPSF1	SYMPK	1	1	FBgn0024698--FBgn0037371		ENSMUSG00000034022--ENSMUSG00000023118	ENSG00000071894--ENSG00000125755					
ENSG00000139613	ENSG00000117713	SMARCC2	ARID1A	1	1	FBgn0002783--FBgn0261885		ENSMUSG00000025369--ENSMUSG00000007880	ENSG00000139613--ENSG00000117713					
ENSG00000011052	ENSG00000149591	NME2	TAGLN	1	0		XB-GENE-923251--XB-GENE-6254653 XB-GENE-6254044--XB-GENE-6254653		ENSG00000011052--ENSG00000149591	DDB_G0279911--DDB_G0292664		F25H2.5--F43G9.9		
ENSG00000138758	ENSG00000184640	SEPT11	SEPT9	1	0		XB-GENE-956050--XB-GENE-6254273	ENSMUSG00000058013--ENSMUSG00000059248	ENSG00000138758--ENSG00000184640					
ENSG00000159377	ENSG00000108294	PSMB4	PSMB3	1	1	FBgn0250746--FBgn0026380	XB-GENE-6253413--XB-GENE-1008330	ENSMUSG00000005779--ENSMUSG00000069744	ENSG00000159377--ENSG00000108294	DDB_G0273909--DDB_G0269772 DDB_G0273163--DDB_G0269772	SPU_027932--SPU_019829	F39H11.5--Y38A8.2	YFR050C--YER094C	jgi|Nemve1|167347|estExt_gwp.C_860205--jgi|Nemve1|99390|e_gw.53.170.1
ENSG00000101843	ENSG00000108671	PSMD10	PSMD11	1	0				ENSG00000101843--ENSG00000108671		SPU_021647--SPU_028659	F40G9.17--F57B9.10		
ENSG00000066117	ENSG00000133884	SMARCD1	DPF2	1	0	FBgn0025463--FBgn0033015		ENSMUSG00000023018--ENSMUSG00000024826	ENSG00000066117--ENSG00000133884					
ENSG00000073584	ENSG00000082014	SMARCE1	SMARCD3	1	0				ENSG00000073584--ENSG00000082014		SPU_009282--SPU_003233			
ENSG00000122566	ENSG00000135486	HNRNPA2B1	HNRNPA1	1	1	FBgn0001215--FBgn0004237 FBgn0001215--FBgn0001215 FBgn0004237--FBgn0004237		ENSMUSG00000004980--ENSMUSG00000046434	ENSG00000122566--ENSG00000135486		SPU_015676--SPU_017609 SPU_015676--SPU_015676 SPU_017609--SPU_017609	F42A6.7--F42A6.7		
ENSG00000168385	ENSG00000122545	SEPT2	SEPT7	1	1	FBgn0011710--FBgn0013726	XB-GENE-6255319--XB-GENE-957468 XB-GENE-865354--XB-GENE-957468	ENSMUSG00000026276--ENSMUSG00000001833	ENSG00000168385--ENSG00000122545					
ENSG00000087191	ENSG00000163636	PSMC5	PSMD6	1	1	FBgn0020369--FBgn0028688	XB-GENE-999933--XB-GENE-974009 AAH77223--XB-GENE-974009	ENSMUSG00000020708--ENSMUSG00000021737	ENSG00000087191--ENSG00000163636	DDB_G0292382--DDB_G0270188	SPU_007670--SPU_018597	Y49E10.1--F49C12.8		
ENSG00000153107	ENSG00000053900	ANAPC1	ANAPC4	1	1	FBgn0004391--FBgn0052707		ENSMUSG00000014355--ENSMUSG00000029176	ENSG00000153107--ENSG00000053900					
ENSG00000168002	ENSG00000181222	POLR2G	POLR2A	1	1			ENSMUSG00000071662--ENSMUSG00000005198	ENSG00000168002--ENSG00000181222		SPU_018081--SPU_022309			
ENSG00000153107	ENSG00000166295	ANAPC1	ANAPC16	1	0			ENSMUSG00000014355--ENSMUSG00000020107	ENSG00000153107--ENSG00000166295					
ENSG00000101843	ENSG00000103035	PSMD10	PSMD7	1	0		XB-GENE-6253009--XB-GENE-1005429 AAI41732--XB-GENE-1005429		ENSG00000101843--ENSG00000103035	DDB_G0289189--DDB_G0279633	SPU_021647--SPU_024140	F40G9.17--R12E2.3		
ENSG00000120699	ENSG00000130713	EXOSC8	EXOSC2	1	0		XB-GENE-961986--XB-GENE-977778	ENSMUSG00000027752--ENSMUSG00000039356	ENSG00000120699--ENSG00000130713	DDB_G0292692--DDB_G0291310				
ENSG00000063322	ENSG00000133997	MED29	MED6	1	1	FBgn0001276--FBgn0024330			ENSG00000063322--ENSG00000133997					
ENSG00000104738	ENSG00000166508	MCM4	MCM7	1	1	FBgn0015929--FBgn0020633		ENSMUSG00000022673--ENSMUSG00000029730	ENSG00000104738--ENSG00000166508		SPU_024515--SPU_026450			jgi|Nemve1|125609|e_gw.221.55.1--jgi|Nemve1|237165|estExt_fgenesh1_kg.C_1300002
ENSG00000095261	ENSG00000099341	PSMD5	PSMD8	1	1	FBgn0030457--FBgn0028693	XB-GENE-866095--XB-GENE-6252271 XB-GENE-866095--XB-GENE-961860		ENSG00000095261--ENSG00000099341		SPU_012349--SPU_014969			
ENSG00000143493	ENSG00000108506	INTS7	INTS2	1	1	FBgn0036038--FBgn0030858			ENSG00000143493--ENSG00000108506			D1043.1--ZC376.6		
ENSG00000178896	ENSG00000130713	EXOSC4	EXOSC2	1	1	FBgn0032487--FBgn0034879			ENSG00000178896--ENSG00000130713	DDB_G0291328--DDB_G0291310	SPU_013722--SPU_008561	B0564.1--Y73B6BL.3	YGR195W--YHR069C	
ENSG00000136875	ENSG00000174231	PRPF4	PRPF8	1	1	FBgn0036733--FBgn0033688			ENSG00000136875--ENSG00000174231					
ENSG00000175221	ENSG00000008838	MED16	MED24	1	1	FBgn0034707--FBgn0035851			ENSG00000175221--ENSG00000008838					
ENSG00000105953	ENSG00000119689	OGDH	DLST	1	0				ENSG00000105953--ENSG00000119689			T22B11.5--W02F12.5		
ENSG00000066117	ENSG00000108604	SMARCD1	SMARCD2	1	1	FBgn0025463--FBgn0025463		ENSMUSG00000023018--ENSMUSG00000078619	ENSG00000066117--ENSG00000108604		SPU_003233--SPU_003233			
ENSG00000094880	ENSG00000196510	CDC23	ANAPC7	1	1			ENSMUSG00000024370--ENSMUSG00000029466	ENSG00000094880--ENSG00000196510					
ENSG00000136146	ENSG00000175221	MED4	MED16	1	1	FBgn0035754--FBgn0034707			ENSG00000136146--ENSG00000175221					
ENSG00000095261	ENSG00000175575	PSMD5	PAAF1	1	0		XB-GENE-866095--XB-GENE-865640 XB-GENE-866095--XB-GENE-5904792		ENSG00000095261--ENSG00000175575		SPU_012349--SPU_004857			
ENSG00000100129	ENSG00000205609	EIF3L	EIF3CL	1	0	FBgn0036258--FBgn0034258		ENSMUSG00000033047--ENSMUSG00000030738	ENSG00000100129--ENSG00000205609	DDB_G0272076--DDB_G0279109	SPU_021449--SPU_026863	C17G10.9--T23D8.4		
ENSG00000013503	ENSG00000100413	POLR3B	POLR3H	1	0				ENSG00000013503--ENSG00000100413			F09F7.3--ZK856.10		
ENSG00000181222	ENSG00000177700	POLR2A	POLR2L	1	1	FBgn0003277--FBgn0039218			ENSG00000181222--ENSG00000177700	DDB_G0279193--DDB_G0272036	SPU_022309--SPU_022010		YDL140C--YOR210W	
ENSG00000001497	ENSG00000162408	LAS1L	NOL9	1	0			ENSMUSG00000057421--ENSMUSG00000028948	ENSG00000001497--ENSG00000162408					
ENSG00000039560	ENSG00000100106	RAI14	TRIOBP	1	0			ENSMUSG00000022246--ENSMUSG00000033088	ENSG00000039560--ENSG00000100106					
ENSG00000105618	ENSG00000108883	PRPF31	EFTUD2	1	1			ENSMUSG00000008373--ENSMUSG00000020929	ENSG00000105618--ENSG00000108883					
ENSG00000006712	ENSG00000140395	PAF1	WDR61	1	1	FBgn0010750--FBgn0027524		ENSMUSG00000003437--ENSMUSG00000061559	ENSG00000006712--ENSG00000140395					
ENSG00000150753	ENSG00000156261	CCT5	CCT8	1	1	FBgn0010621--FBgn0033342	XB-GENE-980281--AAH97574 XB-GENE-980281--XB-GENE-974323	ENSMUSG00000022234--ENSMUSG00000025613	ENSG00000150753--ENSG00000156261		SPU_025484--SPU_006047	C07G2.3--Y55F3AR.3	YJR064W--YJL008C	jgi|Nemve1|233945|estExt_fgenesh1_pm.C_30048--jgi|Nemve1|244189|estExt_fgenesh1_pg.C_1120053
ENSG00000108604	ENSG00000141380	SMARCD2	SS18	1	0			ENSMUSG00000078619--ENSMUSG00000037013	ENSG00000108604--ENSG00000141380					
ENSG00000169217	ENSG00000174243	CD2BP2	DDX23	1	1	FBgn0032250--FBgn0032690			ENSG00000169217--ENSG00000174243		SPU_023519--SPU_015064			
ENSG00000117450	ENSG00000167815	PRDX1	PRDX2	1	0	FBgn0040309--FBgn0040309	XB-GENE-865449--XB-GENE-945858	ENSMUSG00000028691--ENSMUSG00000005161	ENSG00000117450--ENSG00000167815			F09E5.15--F09E5.15		
ENSG00000140319	ENSG00000167881	SRP14	SRP68	1	0	FBgn0038808--FBgn0035947	AAI29773--XB-GENE-993907	ENSMUSG00000009549--ENSMUSG00000020780	ENSG00000140319--ENSG00000167881		SPU_023895--SPU_024348	F25G6.8--F55C5.8		
ENSG00000095261	ENSG00000165916	PSMD5	PSMC3	1	1		XB-GENE-866095--XB-GENE-1009853 XB-GENE-866095--XB-GENE-962533	ENSMUSG00000026869--ENSMUSG00000002102	ENSG00000095261--ENSG00000165916		SPU_012349--SPU_003847	F35G12.12--F56H1.4		jgi|Nemve1|246485|estExt_fgenesh1_pg.C_2200018--jgi|Nemve1|244951|estExt_fgenesh1_pg.C_1390070
ENSG00000204264	ENSG00000100567	PSMB8	PSMA3	1	0	FBgn0029134--FBgn0023175	XB-GENE-479068--XB-GENE-976793		ENSG00000204264--ENSG00000100567		SPU_014490--SPU_026711	K05C4.1--ZK945.2	YPR103W--YOR362C	
ENSG00000008838	ENSG00000125686	MED24	MED1	1	1	FBgn0035851--FBgn0037109			ENSG00000008838--ENSG00000125686					
ENSG00000100804	ENSG00000126067	PSMB5	PSMB2	1	1	FBgn0029134--FBgn0032596	XB-GENE-975052--XB-GENE-946107	ENSMUSG00000022193--ENSMUSG00000028837	ENSG00000100804--ENSG00000126067	DDB_G0293784--DDB_G0269472		K05C4.1--T20F5.2	YPR103W--YER012W	jgi|Nemve1|173323|estExt_gwp.C_2450065--jgi|Nemve1|193516|estExt_GenewiseH_1.C_2970038
ENSG00000243678	ENSG00000074800	NME1-NME2	ENO1	1	0	FBgn0000150--FBgn0000579			ENSG00000243678--ENSG00000074800		SPU_016758--SPU_013819 SPU_021056--SPU_013819	F25H2.5--T21B10.2	YKL067W--YGR254W YKL067W--YHR174W	
ENSG00000254772	ENSG00000114942	EEF1G	EEF1B2	1	0	FBgn0029176--FBgn0028737	XB-GENE-975020--XB-GENE-966960 XB-GENE-6252331--XB-GENE-966960	ENSMUSG00000071644--ENSMUSG00000025967	ENSG00000254772--ENSG00000114942	DDB_G0282979--DDB_G0284035	SPU_002587--SPU_015867	F17C11.9--F54H12.6	YKL081W--YAL003W YPL048W--YAL003W	jgi|Nemve1|178546|estExt_GenewiseH_1.C_70098--jgi|Nemve1|173281|estExt_gwp.C_2430070
ENSG00000177700	ENSG00000047315	POLR2L	POLR2B	1	1	FBgn0039218--FBgn0262955	XB-GENE-6255885--XB-GENE-1012879		ENSG00000177700--ENSG00000047315	DDB_G0272036--DDB_G0288257			YOR210W--YOR151C	
ENSG00000101972	ENSG00000077935	STAG2	SMC1B	1	0	FBgn0020616--FBgn0040283			ENSG00000101972--ENSG00000077935			F18E2.3--F28B3.7		
ENSG00000073111	ENSG00000100297	MCM2	MCM5	1	1	FBgn0014861--FBgn0017577			ENSG00000073111--ENSG00000100297		SPU_006096--SPU_012431			jgi|Nemve1|191344|estExt_GenewiseH_1.C_2030019--jgi|Nemve1|238608|estExt_fgenesh1_pg.C_70024
ENSG00000065268	ENSG00000141456	WDR18	PELP1	1	0			ENSMUSG00000035754--ENSMUSG00000018921	ENSG00000065268--ENSG00000141456					
ENSG00000063322	ENSG00000124641	MED29	MED20	1	1	FBgn0001276--FBgn0013531	XB-GENE-6254344--XB-GENE-5950058		ENSG00000063322--ENSG00000124641					
ENSG00000130177	ENSG00000053900	CDC16	ANAPC4	1	1	FBgn0025781--FBgn0052707			ENSG00000130177--ENSG00000053900		SPU_002193--SPU_021195			
ENSG00000163605	ENSG00000138041	PPP4R2	SMEK2	1	0	FBgn0030208--FBgn0024555			ENSG00000163605--ENSG00000138041			D2092.2--F41E6.4		
ENSG00000107581	ENSG00000100353	EIF3A	EIF3D	1	1	FBgn0037249--FBgn0037994 FBgn0037249--FBgn0040227		ENSMUSG00000024991--ENSMUSG00000016554	ENSG00000107581--ENSG00000100353	DDB_G0272078--DDB_G0274627	SPU_014579--SPU_006773	C27D11.1--R08D7.3		jgi|Nemve1|190699|estExt_GenewiseH_1.C_1770129--jgi|Nemve1|235689|estExt_fgenesh1_pm.C_2050006
ENSG00000124641	ENSG00000160563	MED20	MED27	1	1	FBgn0013531--FBgn0037359			ENSG00000124641--ENSG00000160563					
ENSG00000100902	ENSG00000142507	PSMA6	PSMB6	1	1			ENSMUSG00000021024--ENSMUSG00000018286	ENSG00000100902--ENSG00000142507	DDB_G0278847--DDB_G0267390	SPU_013097--SPU_022074	C15H11.7--K08D12.1	YGL011C--YJL001W	jgi|Nemve1|238636|estExt_fgenesh1_pg.C_70083--jgi|Nemve1|101124|e_gw.59.202.1
ENSG00000123349	ENSG00000155959	PFDN5	VBP1	1	1	FBgn0038976--FBgn0037893	XB-GENE-1004354--XB-GENE-980561 XB-GENE-1004354--AAH92334	ENSMUSG00000001289--ENSMUSG00000031197	ENSG00000123349--ENSG00000155959	DDB_G0280607--DDB_G0286473	SPU_027783--SPU_008599	R151.9--T06G6.9	YML094W--YGR078C	jgi|Nemve1|162962|estExt_gwp.C_350170--jgi|Nemve1|176056|estExt_gwp.C_5530013
ENSG00000104885	ENSG00000108292	DOT1L	MLLT6	1	0				ENSG00000104885--ENSG00000108292		SPU_024691--SPU_001498			
ENSG00000171311	ENSG00000171824	EXOSC1	EXOSC10	1	1	FBgn0032346--FBgn0038269		ENSMUSG00000034321--ENSMUSG00000017264	ENSG00000171311--ENSG00000171824					
ENSG00000106305	ENSG00000164022	AIMP2	AIMP1	1	1	FBgn0036515--FBgn0033351	XB-GENE-6253422--XB-GENE-958447	ENSMUSG00000029610--ENSMUSG00000028029	ENSG00000106305--ENSG00000164022		SPU_025834--SPU_013261			
ENSG00000184702	ENSG00000186522	SEPT5	SEPT10	1	0	FBgn0259923--FBgn0014029 FBgn0259923--FBgn0026361			ENSG00000184702--ENSG00000186522					jgi|Nemve1|239234|estExt_fgenesh1_pg.C_130052--jgi|Nemve1|169560|estExt_gwp.C_1290010
ENSG00000173692	ENSG00000100519	PSMD1	PSMC6	1	1	FBgn0028692--FBgn0028685	XB-GENE-989965--AAH45087	ENSMUSG00000026229--ENSMUSG00000021832	ENSG00000173692--ENSG00000100519	DDB_G0287953--DDB_G0284517		C23G10.4--F23F1.8		jgi|Nemve1|193603|estExt_GenewiseH_1.C_3040017--jgi|Nemve1|215693|fgenesh1_pg.scaffold_235000015
ENSG00000165916	ENSG00000099341	PSMC3	PSMD8	1	1	FBgn0028684--FBgn0028693	XB-GENE-962533--XB-GENE-6252271 XB-GENE-1009853--XB-GENE-961860 XB-GENE-962533--XB-GENE-961860 XB-GENE-1009853--XB-GENE-6252271		ENSG00000165916--ENSG00000099341	DDB_G0284415--DDB_G0272564	SPU_003847--SPU_014969	F56H1.4--ZK20.5		
ENSG00000135486	ENSG00000169045	HNRNPA1	HNRNPH1	1	1	FBgn0004237--FBgn0259139 FBgn0001215--FBgn0259139		ENSMUSG00000046434--ENSMUSG00000007850	ENSG00000135486--ENSG00000169045					
ENSG00000163029	ENSG00000198887	SMC6	SMC5	1	0	FBgn0039164--FBgn0052438		ENSMUSG00000020608--ENSMUSG00000024943	ENSG00000163029--ENSG00000198887		SPU_023729--SPU_008214			
ENSG00000008018	ENSG00000100567	PSMB1	PSMA3	1	1	FBgn0002284--FBgn0023175	XB-GENE-970609--XB-GENE-976793	ENSMUSG00000014769--ENSMUSG00000060073	ENSG00000008018--ENSG00000100567	DDB_G0272969--DDB_G0267408		C02F5.9--ZK945.2	YBL041W--YOR362C	jgi|Nemve1|191787|estExt_GenewiseH_1.C_2170113--jgi|Nemve1|235516|estExt_fgenesh1_pm.C_1610003
ENSG00000141971	ENSG00000160948	FAM125A	VPS28	1	0				ENSG00000141971--ENSG00000160948			C06A6.3--Y87G2A.10		
ENSG00000164924	ENSG00000170027	YWHAZ	YWHAG	1	0		XB-GENE-6256657--XB-GENE-951356	ENSMUSG00000022285--ENSMUSG00000051391	ENSG00000164924--ENSG00000170027		SPU_014594--SPU_014594			
ENSG00000071655	ENSG00000182979	MBD3	MTA1	1	1	FBgn0027950--FBgn0027951		ENSMUSG00000035478--ENSMUSG00000021144	ENSG00000071655--ENSG00000182979					
ENSG00000066117	ENSG00000073584	SMARCD1	SMARCE1	1	0			ENSMUSG00000023018--ENSMUSG00000037935	ENSG00000066117--ENSG00000073584		SPU_003233--SPU_009282			
ENSG00000173473	ENSG00000073584	SMARCC1	SMARCE1	1	0			ENSMUSG00000032481--ENSMUSG00000037935	ENSG00000173473--ENSG00000073584		SPU_000801--SPU_009282	Y113G7B.23--Y71H2AM.17		
ENSG00000110801	ENSG00000175166	PSMD9	PSMD2	1	1	FBgn0038166--FBgn0028695	XB-GENE-5727812--XB-GENE-972403	ENSMUSG00000029440--ENSMUSG00000006998	ENSG00000110801--ENSG00000175166			C44B7.1--T22D1.9		
ENSG00000054267	ENSG00000169375	ARID4B	SIN3A	1	1	FBgn0085451--FBgn0022764			ENSG00000054267--ENSG00000169375					
ENSG00000148606	ENSG00000013503	POLR3A	POLR3B	1	0	FBgn0030687--FBgn0004463		ENSMUSG00000025280--ENSMUSG00000034453	ENSG00000148606--ENSG00000013503	DDB_G0277199--DDB_G0288449		C42D4.8--F09F7.3	YOR116C--YOR207C	
ENSG00000143106	ENSG00000159377	PSMA5	PSMB4	1	1	FBgn0016697--FBgn0250746	XB-GENE-982656--XB-GENE-6253413		ENSG00000143106--ENSG00000159377	DDB_G0268538--DDB_G0273163 DDB_G0268538--DDB_G0273909	SPU_002299--SPU_027932	F25H2.9--F39H11.5	YGR253C--YFR050C	jgi|Nemve1|168163|estExt_gwp.C_1000135--jgi|Nemve1|167347|estExt_gwp.C_860205
ENSG00000167863	ENSG00000241837	ATP5H	ATP5O	1	1	FBgn0016120--FBgn0016691	XB-GENE-993884--XB-GENE-957394		ENSG00000167863--ENSG00000241837					
ENSG00000065183	ENSG00000134987	WDR3	WDR36	1	0	FBgn0038597--FBgn0038146						F13H8.2--Y45F10D.7	YLR129W--YLR409C	
ENSG00000013275	ENSG00000175166	PSMC4	PSMD2	1	1	FBgn0028686--FBgn0028695	XB-GENE-5855587--XB-GENE-972403	ENSMUSG00000030603--ENSMUSG00000006998	ENSG00000013275--ENSG00000175166	DDB_G0289003--DDB_G0293752	SPU_016198--SPU_015013	F23F12.6--T22D1.9		
ENSG00000161057	ENSG00000100519	PSMC2	PSMC6	1	1	FBgn0028687--FBgn0028685		ENSMUSG00000028932--ENSMUSG00000021832	ENSG00000161057--ENSG00000100519	DDB_G0276917--DDB_G0284517		C52E4.4--F23F1.8		jgi|Nemve1|189255|estExt_GenewiseH_1.C_1390015--jgi|Nemve1|215693|fgenesh1_pg.scaffold_235000015
ENSG00000106635	ENSG00000127616	BCL7B	SMARCA4	1	0	FBgn0026149--FBgn0000212			ENSG00000106635--ENSG00000127616					
ENSG00000108344	ENSG00000103035	PSMD3	PSMD7	1	1	FBgn0261396--FBgn0002787	XB-GENE-958540--XB-GENE-1005429	ENSMUSG00000017221--ENSMUSG00000039067	ENSG00000108344--ENSG00000103035	DDB_G0288621--DDB_G0279633	SPU_028912--SPU_024140	C30C11.2--R12E2.3	YER021W--YOR261C	jgi|Nemve1|233482|fgsh_est.C_scaffold_243000005--jgi|Nemve1|161920|estExt_gwp.C_260003
ENSG00000073584	ENSG00000108604	SMARCE1	SMARCD2	1	0			ENSMUSG00000037935--ENSMUSG00000078619	ENSG00000073584--ENSG00000108604		SPU_009282--SPU_003233			
ENSG00000103035	ENSG00000087191	PSMD7	PSMC5	1	1	FBgn0002787--FBgn0020369	XB-GENE-1005429--XB-GENE-999933 XB-GENE-1005429--AAH77223	ENSMUSG00000039067--ENSMUSG00000020708	ENSG00000103035--ENSG00000087191	DDB_G0279633--DDB_G0292382	SPU_024140--SPU_007670	R12E2.3--Y49E10.1 R12E2.3--F56F11.4		jgi|Nemve1|161920|estExt_gwp.C_260003--jgi|Nemve1|196829|fgenesh1_pg.scaffold_3000150
ENSG00000136628	ENSG00000106305	EPRS	AIMP2	1	1	FBgn0005674--FBgn0036515	XB-GENE-966795--XB-GENE-6253422	ENSMUSG00000026615--ENSMUSG00000029610	ENSG00000136628--ENSG00000106305					jgi|Nemve1|60023|gw.5.360.1--jgi|Nemve1|240787|estExt_fgenesh1_pg.C_340051
ENSG00000101811	ENSG00000176102	CSTF2	CSTF3	1	0			ENSMUSG00000031256--ENSMUSG00000027176	ENSG00000101811--ENSG00000176102		SPU_017830--SPU_025144	F56A8.6--F28C6.6		
ENSG00000110801	ENSG00000115233	PSMD9	PSMD14	1	1	FBgn0038166--FBgn0028694			ENSG00000110801--ENSG00000115233		SPU_001184--SPU_019233	C44B7.1--K07D4.3		
ENSG00000099901	ENSG00000132341	RANBP1	RAN	1	0			ENSMUSG00000005732--ENSMUSG00000029430	ENSG00000099901--ENSG00000132341	DDB_G0287391--DDB_G0291235				jgi|Nemve1|185023|estExt_GenewiseH_1.C_650059--jgi|Nemve1|170199|estExt_gwp.C_1420062
ENSG00000163161	ENSG00000213780	ERCC3	GTF2H4	1	1	FBgn0001179--FBgn0261109			ENSG00000163161--ENSG00000213780					
ENSG00000066117	ENSG00000141380	SMARCD1	SS18	1	0			ENSMUSG00000023018--ENSMUSG00000037013	ENSG00000066117--ENSG00000141380					
ENSG00000125450	ENSG00000111581	NUP85	NUP107	1	1	FBgn0034310--FBgn0027868					SPU_003683--SPU_009115			
ENSG00000133884	ENSG00000049618	DPF2	ARID1B	1	0	FBgn0033015--FBgn0261885		ENSMUSG00000024826--ENSMUSG00000069729	ENSG00000133884--ENSG00000049618					
ENSG00000104408	ENSG00000149100	EIF3E	EIF3M	1	1	FBgn0025582--FBgn0033902		ENSMUSG00000022336--ENSMUSG00000027170	ENSG00000104408--ENSG00000149100	DDB_G0293052--DDB_G0287005	SPU_009248--SPU_022386	B0511.10--K08F11.3		jgi|Nemve1|163572|estExt_gwp.C_410224--jgi|Nemve1|192238|estExt_GenewiseH_1.C_2320090
ENSG00000108604	ENSG00000127616	SMARCD2	SMARCA4	1	1	FBgn0025463--FBgn0000212		ENSMUSG00000078619--ENSMUSG00000032187	ENSG00000108604--ENSG00000127616		SPU_003233--SPU_025657			
ENSG00000133997	ENSG00000136146	MED6	MED4	1	1	FBgn0024330--FBgn0035754			ENSG00000133997--ENSG00000136146					
ENSG00000129084	ENSG00000100567	PSMA1	PSMA3	1	1	FBgn0250843--FBgn0023175	XB-GENE-995837--XB-GENE-976793	ENSMUSG00000030751--ENSMUSG00000060073	ENSG00000129084--ENSG00000100567	DDB_G0282363--DDB_G0267408	SPU_023286--SPU_026711	CD4.6--ZK945.2	YMR314W--YOR362C	jgi|Nemve1|10968|gw.159.3.1--jgi|Nemve1|235516|estExt_fgenesh1_pm.C_1610003
ENSG00000049618	ENSG00000117713	ARID1B	ARID1A	1	0	FBgn0261885--FBgn0261885		ENSMUSG00000069729--ENSMUSG00000007880	ENSG00000049618--ENSG00000117713		SPU_023530--SPU_023530			
ENSG00000132963	ENSG00000136930	POMP	PSMB7	1	0	FBgn0032884--FBgn0023174			ENSG00000132963--ENSG00000136930					
ENSG00000133997	ENSG00000159479	MED6	MED8	1	1	FBgn0024330--FBgn0034503			ENSG00000133997--ENSG00000159479					
ENSG00000113643	ENSG00000166986	RARS	MARS	1	1	FBgn0027093--FBgn0034401	XB-GENE-955972--XB-GENE-5952584	ENSMUSG00000018848--ENSMUSG00000040354	ENSG00000113643--ENSG00000166986		SPU_017414--SPU_010323	F26F4.10--F58B3.5		jgi|Nemve1|229489|fgenesh1_pm.scaffold_80000004--jgi|Nemve1|10320|gw.229.8.1
ENSG00000174231	ENSG00000144028	PRPF8	SNRNP200	1	1	FBgn0033688--FBgn0036548		ENSMUSG00000020850--ENSMUSG00000003660	ENSG00000174231--ENSG00000144028		SPU_012930--SPU_003407	C50C3.6--Y46G5A.4	YHR165C--YER172C	
ENSG00000101182	ENSG00000100804	PSMA7	PSMB5	1	1	FBgn0004066--FBgn0029134		ENSMUSG00000027566--ENSMUSG00000022193	ENSG00000101182--ENSG00000100804	DDB_G0272831--DDB_G0293784		C36B1.4--K05C4.1	YOL038W--YPR103W	jgi|Nemve1|179894|estExt_GenewiseH_1.C_140343--jgi|Nemve1|173323|estExt_gwp.C_2450065
ENSG00000090989	ENSG00000180104	EXOC1	EXOC3	1	1	FBgn0086475--FBgn0034367			ENSG00000090989--ENSG00000180104					
ENSG00000099956	ENSG00000205683	SMARCB1	DPF3	1	0	FBgn0011715--FBgn0033015			ENSG00000099956--ENSG00000205683					
ENSG00000053900	ENSG00000164162	ANAPC4	ANAPC10	1	1				ENSG00000053900--ENSG00000164162		SPU_021195--SPU_025744			
ENSG00000132664	ENSG00000100413	POLR3F	POLR3H	1	0				ENSG00000132664--ENSG00000100413			W09C3.4--ZK856.10		
ENSG00000105258	ENSG00000144231	POLR2I	POLR2D	1	0			ENSMUSG00000019738--ENSMUSG00000024258	ENSG00000105258--ENSG00000144231					
ENSG00000175203	ENSG00000166847	DCTN2	DCTN5	1	0				ENSG00000175203--ENSG00000166847			C28H8.12--Y71F9AL.14		
ENSG00000001497	ENSG00000141456	LAS1L	PELP1	1	0			ENSMUSG00000057421--ENSMUSG00000018921	ENSG00000001497--ENSG00000141456					
ENSG00000115233	ENSG00000175166	PSMD14	PSMD2	1	1	FBgn0028694--FBgn0028695		ENSMUSG00000026914--ENSMUSG00000006998	ENSG00000115233--ENSG00000175166	DDB_G0272566--DDB_G0293752	SPU_019233--SPU_015013	K07D4.3--T22D1.9		
