	id	length	mass
46179	Q4G137_HUMAN	404	46179
130929	AEBP1_HUMAN	1158	130929
40249	A0A7D7L8G3_HUMAN	362	40249
54705	PLD3_HUMAN	490	54705
88745	HID1_HUMAN	788	88745
190103	TIAM2_HUMAN	1701	190103
184533	SAM9L_HUMAN	1584	184533
46538	A8K0V7_HUMAN	421	46538
57660	NOSTN_HUMAN	506	57660
80984	Q2MKA6_HUMAN	731	80984
62169	S22A9_HUMAN	553	62169
55253	B4E180_HUMAN	493	55253
75357	MISP_HUMAN	679	75357
102160	KSR1_HUMAN	923	102160
27163	B4DDL9_HUMAN	238	27163
54220	MAPK5_HUMAN	473	54220
80124	CTL2_HUMAN	706	80124
195910	GCC2_HUMAN	1684	195910
146151	AGRA3_HUMAN	1321	146151
13652	K7EJH6_HUMAN	123	13652
252289	RP1L1_HUMAN	2400	252289
281229	CUL9_HUMAN	2517	281229
164900	LMTK2_HUMAN	1503	164900
101027	SULF1_HUMAN	871	101027
56057	B4E2D5_HUMAN	498	56057
44085	Q96HV7_HUMAN	389	44085
125301	KIBRA_HUMAN	1113	125301
46359	B3KMT0_HUMAN	406	46359
68118	MIRO2_HUMAN	618	68118
70784	MIRO1_HUMAN	618	70784
17900	W1EA35_HUMAN	150	17900
42864	A0A0S2Z4Y3_HUMAN	377	42864
29461	ETKMT_HUMAN	262	29461
128806	SMC5_HUMAN	1101	128806
86331	CMIP_HUMAN	773	86331
15281	IFT20_HUMAN	132	15281
19901	Q68E05_HUMAN	186	19901
55800	B2RC53_HUMAN	492	55800
50386	SMAP1_HUMAN	467	50386
87991	Q5T4E8_HUMAN	789	87991
107889	TEX11_HUMAN	940	107889
22938	E5RIR7_HUMAN	208	22938
40748	D3K0R2_HUMAN	366	40748
66972	SLN12_HUMAN	578	66972
71193	B5MC51_HUMAN	629	71193
30481	A4D1R5_HUMAN	282	30481
112694	ULK2_HUMAN	1036	112694
67946	C9J0F0_HUMAN	612	67946
86848	DZI1L_HUMAN	767	86848
56905	H9E7T2_HUMAN	513	56905
78211	PHAR4_HUMAN	702	78211
50339	A0A8I5KTZ3_HUMAN	460	50339
333368	AGRG4_HUMAN	3080	333368
194107	XRN1_HUMAN	1706	194107
125197	MAML2_HUMAN	1156	125197
38695	Q8IYG9_HUMAN	353	38695
40408	A0A0S2Z5W9_HUMAN	353	40408
22438	FAM9B_HUMAN	186	22438
38359	B4DMY1_HUMAN	350	38359
117623	FCSK_HUMAN	1084	117623
37359	Q8N451_HUMAN	331	37359
16871	Q6ZNS8_HUMAN	155	16871
101253	CNTRB_HUMAN	903	101253
52966	LIRA2_HUMAN	483	52966
53595	GBRG1_HUMAN	465	53595
129529	Q6P9G8_HUMAN	1107	129529
68166	S6OS1_HUMAN	587	68166
73452	YD021_HUMAN	634	73452
56866	K2C78_HUMAN	520	56866
37540	A0A140VK56_HUMAN	337	37540
57523	A0A8I5KXC6_HUMAN	512	57523
17615	Q6PCC5_HUMAN	171	17615
28898	A0A4Y5R8Q3_HUMAN	257	28898
26398	TM86A_HUMAN	240	26398
153582	AN36B_HUMAN	1353	153582
173435	M1TIV1_HUMAN	1773	173435
161225	RUSC2_HUMAN	1516	161225
89815	ZN786_HUMAN	782	89815
48329	Q53GF0_HUMAN	434	48329
40997	B4DM48_HUMAN	368	40997
449211	CMYA5_HUMAN	4069	449211
67270	TXND3_HUMAN	588	67270
42876	PNKD_HUMAN	385	42876
34324	R5AK04_HUMAN	298	34324
149822	MINK1_HUMAN	1332	149822
73783	CTL3_HUMAN	653	73783
91300	AF1L2_HUMAN	818	91300
44956	F8QWU2_HUMAN	424	44956
83606	DCLK2_HUMAN	766	83606
7702	C9JCK7_HUMAN	64	7702
36383	PAR16_HUMAN	322	36383
90888	DPP10_HUMAN	796	90888
94719	D6R939_HUMAN	824	94719
24352	B4E0V1_HUMAN	216	24352
52050	MYBPH_HUMAN	477	52050
61237	A0A2R8Y4G1_HUMAN	574	61237
78768	C4B4C6_HUMAN	699	78768
44668	Q59GV7_HUMAN	412	44668
69507	AMER2_HUMAN	671	69507
93802	EFHB_HUMAN	833	93802
40603	G1FTT7_HUMAN	365	40603
57549	LMAN1_HUMAN	510	57549
37063	F8WD55_HUMAN	325	37063
32062	Q50KS3_HUMAN	279	32062
42357	A0A7I2V3D1_HUMAN	384	42357
37490	CHRD1_HUMAN	332	37490
32837	I3L1Q2_HUMAN	293	32837
45509	B3KQN8_HUMAN	410	45509
19053	M0R0D2_HUMAN	172	19053
60170	B7Z4R1_HUMAN	542	60170
54613	ZN383_HUMAN	475	54613
60124	PNDC1_HUMAN	520	60124
18469	G3V5P0_HUMAN	160	18469
86240	I17RC_HUMAN	791	86240
132965	F184A_HUMAN	1140	132965
129477	AT11C_HUMAN	1132	129477
45286	WSB2_HUMAN	404	45286
19531	M0R2F6_HUMAN	176	19531
65976	GLIS1_HUMAN	620	65976
27214	CYAC3_HUMAN	242	27214
54529	S43A3_HUMAN	491	54529
63430	TM87A_HUMAN	555	63430
67106	Q58F26_HUMAN	596	67106
45009	D0IN09_HUMAN	411	45009
42433	B6CDM6_HUMAN	382	42433
56975	Q6RN73_HUMAN	513	56975
46658	A0A8I5KR87_HUMAN	413	46658
54486	SPX3_HUMAN	494	54486
72203	M0QY62_HUMAN	633	72203
73732	DGLB_HUMAN	672	73732
30167	Q6LCR0_HUMAN	257	30167
45479	A8K2F6_HUMAN	418	45479
48849	KREM2_HUMAN	462	48849
50530	B3KTV8_HUMAN	462	50530
89282	Q15156_HUMAN	797	89282
16236	H0Y990_HUMAN	147	16236
97534	A0A220T1R9_HUMAN	874	97534
97205	RB15B_HUMAN	890	97205
210297	TNR6A_HUMAN	1962	210297
64991	Q59FN0_HUMAN	569	64991
101549	PK3C3_HUMAN	887	101549
100435	DDHD1_HUMAN	900	100435
38920	R9Y654_HUMAN	347	38920
90636	TRPV3_HUMAN	790	90636
74493	DP13B_HUMAN	664	74493
52737	PPHLN_HUMAN	458	52737
96537	ZMIZ2_HUMAN	920	96537
65266	Q53EW3_HUMAN	616	65266
40251	A0A678ZXB8_HUMAN	362	40251
119794	ADCY4_HUMAN	1077	119794
18500	Q6ZP93_HUMAN	165	18500
9198	H0YCP2_HUMAN	78	9198
74810	I17RE_HUMAN	667	74810
47222	ZN260_HUMAN	412	47222
95706	MYRIP_HUMAN	859	95706
23554	F6VJS9_HUMAN	213	23554
119872	SEM6D_HUMAN	1073	119872
90820	NLGN2_HUMAN	835	90820
74192	B4DRS5_HUMAN	654	74192
9184	V9GYY0_HUMAN	82	9184
59746	B7ZLL4_HUMAN	541	59746
42280	SMS2_HUMAN	365	42280
10166	Q8TDS2_HUMAN	87	10166
196368	INADL_HUMAN	1801	196368
59975	B4DXB8_HUMAN	528	59975
20756	U5ISA2_HUMAN	181	20756
26104	A0A0A8K8F5_HUMAN	235	26104
84047	ZNT5_HUMAN	765	84047
24201	LHPL5_HUMAN	219	24201
80838	B7Z5Y4_HUMAN	713	80838
27953	B3KP85_HUMAN	259	27953
27590	B2R6H6_HUMAN	251	27590
38406	A0A1Z2RP44_HUMAN	338	38406
65733	ZN417_HUMAN	575	65733
47515	S35B2_HUMAN	432	47515
114216	PUM2_HUMAN	1066	114216
80629	A2VBQ3_HUMAN	712	80629
76344	SHKB1_HUMAN	707	76344
84652	BAHD1_HUMAN	780	84652
25275	A0A678ZV24_HUMAN	220	25275
108153	MYBPP_HUMAN	947	108153
39719	B4DP68_HUMAN	364	39719
59372	A0A7P0Z472_HUMAN	526	59372
23383	V9HWF3_HUMAN	201	23383
16094	C9J7Q4_HUMAN	150	16094
30787	Q9UFI1_HUMAN	294	30787
102185	B4DM30_HUMAN	900	102185
90989	CPT1C_HUMAN	803	90989
42261	A0A804HK93_HUMAN	370	42261
41488	B2RD22_HUMAN	374	41488
39625	B2R6F5_HUMAN	350	39625
51537	U3LCU1_HUMAN	459	51537
71311	A0A090N7S8_HUMAN	642	71311
71909	A0A7P0TAK4_HUMAN	631	71909
27157	MYOZ3_HUMAN	251	27157
124131	HELQ_HUMAN	1101	124131
21609	S6CPZ0_HUMAN	183	21609
339641	DMXL2_HUMAN	3036	339641
58979	Q547S7_HUMAN	519	58979
31095	ACER1_HUMAN	264	31095
31085	A0A669KBE0_HUMAN	308	31085
42747	B2R9L6_HUMAN	372	42747
134048	ATS19_HUMAN	1207	134048
529021	DYH5_HUMAN	4624	529021
106348	MORC4_HUMAN	937	106348
72996	AMFR_HUMAN	643	72996
46521	Q8NF56_HUMAN	437	46521
35823	A0A126GVB5_HUMAN	318	35823
92776	SH3R3_HUMAN	882	92776
279111	CE192_HUMAN	2537	279111
118699	PIGO_HUMAN	1089	118699
151423	PARD3_HUMAN	1356	151423
132494	LEPR_HUMAN	1165	132494
10855	R9WSK7_HUMAN	89	10855
64366	LRC15_HUMAN	581	64366
46289	WIPF2_HUMAN	440	46289
8526	D104A_HUMAN	72	8526
39096	A0A0S2Z5D6_HUMAN	349	39096
40721	A0A7S5GRJ3_HUMAN	366	40721
60878	SCRB1_HUMAN	552	60878
27059	Q9BXD7_HUMAN	243	27059
46786	SMAP2_HUMAN	429	46786
48602	B2R924_HUMAN	448	48602
37807	DNJB4_HUMAN	337	37807
29052	CT55_HUMAN	264	29052
22844	K7EJM5_HUMAN	201	22844
8745	U5YC07_HUMAN	76	8745
51457	S38A5_HUMAN	472	51457
61708	A0A0C4DG42_HUMAN	539	61708
65265	A0A140T9X7_HUMAN	624	65265
25370	F4MH94_HUMAN	223	25370
54845	AFG1L_HUMAN	481	54845
53790	F8VWW7_HUMAN	479	53790
107383	CTF18_HUMAN	975	107383
28193	Q9Y3T1_HUMAN	241	28193
25535	Q7YCE6_HUMAN	227	25535
17676	H3BU76_HUMAN	165	17676
18860	Q8NBU1_HUMAN	168	18860
39543	Q6ZUE3_HUMAN	364	39543
44840	CANT1_HUMAN	401	44840
68065	POF1B_HUMAN	589	68065
60083	A0A0S2Z6K1_HUMAN	542	60083
7604	J3KT31_HUMAN	69	7604
59357	Q1RMY5_HUMAN	537	59357
34962	ITLN1_HUMAN	313	34962
32545	D3VVQ1_HUMAN	286	32545
157916	CCNB3_HUMAN	1395	157916
21616	J3QQJ3_HUMAN	192	21616
50859	Q658W5_HUMAN	457	50859
6211	H3BR09_HUMAN	56	6211
86453	RXFP2_HUMAN	754	86453
101165	STON2_HUMAN	905	101165
63544	A0A0S2Z5B0_HUMAN	558	63544
36179	NKX24_HUMAN	354	36179
42170	RSAD2_HUMAN	361	42170
50894	ASB10_HUMAN	467	50894
24704	A0A0A0MRA4_HUMAN	216	24704
138982	AUTS2_HUMAN	1259	138982
83952	B2RC86_HUMAN	753	83952
231378	KAT6B_HUMAN	2073	231378
62034	B3KUB9_HUMAN	527	62034
18704	X6R9A6_HUMAN	163	18704
45378	A0A0G2JPG6_HUMAN	416	45378
47864	DDB2_HUMAN	427	47864
65351	B4DN44_HUMAN	605	65351
82432	A3RJH1_HUMAN	740	82432
81250	S14L1_HUMAN	715	81250
24680	J3QS47_HUMAN	222	24680
65056	PIGB_HUMAN	554	65056
29817	A0A140VJT2_HUMAN	271	29817
42455	RGP1_HUMAN	391	42455
108054	MAML1_HUMAN	1016	108054
89004	H0Y4U1_HUMAN	846	89004
93808	JADE3_HUMAN	823	93808
292710	GCN1_HUMAN	2671	292710
124289	ZN516_HUMAN	1163	124289
165275	PXDN_HUMAN	1479	165275
65072	B3KPJ0_HUMAN	576	65072
49177	H7C4V1_HUMAN	441	49177
34979	RDH5_HUMAN	318	34979
83203	PROX1_HUMAN	737	83203
90314	DLG3_HUMAN	817	90314
67459	N42L2_HUMAN	583	67459
231604	EVPL_HUMAN	2033	231604
93013	KAT2B_HUMAN	832	93013
113387	RPGR_HUMAN	1020	113387
38160	F4NBW2_HUMAN	337	38160
26856	M0R363_HUMAN	254	26856
34500	Q541A5_HUMAN	307	34500
134552	GSLG1_HUMAN	1179	134552
37579	Q6YL38_HUMAN	337	37579
27564	A8K1P5_HUMAN	245	27564
91296	M4K1_HUMAN	833	91296
48127	GCDH_HUMAN	438	48127
25145	A2KBB9_HUMAN	238	25145
44130	E5RGN0_HUMAN	393	44130
102355	TNPO1_HUMAN	898	102355
26720	U5YMY3_HUMAN	229	26720
54278	B4DKC9_HUMAN	491	54278
290463	USP9X_HUMAN	2554	290463
90955	CUL5_HUMAN	780	90955
96413	VPP1_HUMAN	837	96413
65746	LPP_HUMAN	612	65746
82255	A8K8Y5_HUMAN	707	82255
43770	WNT2B_HUMAN	391	43770
17961	Q9H6D6_HUMAN	169	17961
27701	K0IIP4_HUMAN	243	27701
30550	A0A2Z4LG78_HUMAN	264	30550
53979	ABTB1_HUMAN	478	53979
21077	Q9TPT9_HUMAN	181	21077
40248	Q5TLF7_HUMAN	359	40248
71445	HDA10_HUMAN	669	71445
34389	D3HIE9_HUMAN	298	34389
8466	V5LE04_HUMAN	72	8466
48956	Q9H9R6_HUMAN	438	48956
17342	J3KRR4_HUMAN	156	17342
55874	B7Z2D6_HUMAN	508	55874
22608	H7C092_HUMAN	194	22608
110498	Q6NX51_HUMAN	974	110498
94934	JKIP2_HUMAN	810	94934
55316	PLPL2_HUMAN	504	55316
129558	TTC17_HUMAN	1141	129558
65959	A0A0S2Z644_HUMAN	578	65959
24815	X5D321_HUMAN	220	24815
63252	O75322_HUMAN	539	63252
270884	TTC28_HUMAN	2481	270884
73126	Q5JPT6_HUMAN	665	73126
30942	Q4ZG78_HUMAN	293	30942
35023	AIDA_HUMAN	306	35023
21416	A8MWR8_HUMAN	194	21416
52597	B2RDT8_HUMAN	465	52597
33786	H7C4S3_HUMAN	307	33786
39513	Q05BJ3_HUMAN	377	39513
50602	A0A1U9X8U5_HUMAN	473	50602
49269	B4DJ71_HUMAN	454	49269
59993	FGGY_HUMAN	551	59993
97682	ARMC5_HUMAN	935	97682
37766	Q8IUV1_HUMAN	353	37766
76024	SYTL4_HUMAN	671	76024
142442	ULK4_HUMAN	1275	142442
48808	INT12_HUMAN	462	48808
43089	LGAT1_HUMAN	370	43089
22277	A0A1Y0AYH9_HUMAN	189	22277
67235	B2R918_HUMAN	588	67235
52623	E7EVQ3_HUMAN	459	52623
24736	A0A4Y6A363_HUMAN	226	24736
93773	GASP2_HUMAN	838	93773
32668	Q8WVA9_HUMAN	285	32668
12499	Q7Z773_HUMAN	119	12499
52568	ESS2_HUMAN	476	52568
9039	F8VPA3_HUMAN	79	9039
52497	A0A384MTY5_HUMAN	458	52497
37345	H0YNQ8_HUMAN	317	37345
75207	A8K449_HUMAN	687	75207
59560	B7ZA56_HUMAN	520	59560
29277	B1AHH2_HUMAN	266	29277
15865	ADM2_HUMAN	148	15865
25166	B7Z4G3_HUMAN	226	25166
60120	OMA1_HUMAN	524	60120
26256	YIPF6_HUMAN	236	26256
83207	HOOK2_HUMAN	719	83207
38138	Q9UNU2_HUMAN	354	38138
73386	CHFR_HUMAN	664	73386
29823	B2XEN1_HUMAN	260	29823
52489	Q53G26_HUMAN	480	52489
23864	J3KT72_HUMAN	212	23864
46101	B4DJ73_HUMAN	400	46101
34846	B4DM36_HUMAN	304	34846
75666	THOC1_HUMAN	657	75666
31284	E9LRA1_HUMAN	286	31284
9240	Q86W19_HUMAN	84	9240
21386	S6CPV8_HUMAN	183	21386
23485	Q0VAP0_HUMAN	212	23485
33757	Q5BKT1_HUMAN	284	33757
34593	Q6YN44_HUMAN	320	34593
74177	ZN274_HUMAN	653	74177
95297	CEP95_HUMAN	821	95297
20459	A0A060ILJ5_HUMAN	177	20459
30124	Q762B6_HUMAN	274	30124
58233	SMRD1_HUMAN	515	58233
92384	SREC2_HUMAN	871	92384
27125	B4DP60_HUMAN	242	27125
109135	MYO19_HUMAN	970	109135
127720	P121A_HUMAN	1249	127720
45440	H0YNV5_HUMAN	392	45440
36392	A0A8Q3SI10_HUMAN	332	36392
47869	A0A1B0GU53_HUMAN	424	47869
26116	B4DDR4_HUMAN	229	26116
53717	NAF1_HUMAN	494	53717
23418	H7C539_HUMAN	214	23418
32004	A0A087WXR7_HUMAN	282	32004
85354	E9PQG4_HUMAN	740	85354
48149	SCLY_HUMAN	445	48149
46511	SUCB2_HUMAN	432	46511
58685	Q53SE7_HUMAN	515	58685
22346	H3BTM8_HUMAN	198	22346
74390	NGLY1_HUMAN	654	74390
6458	ATPMK_HUMAN	58	6458
48424	CBPB2_HUMAN	423	48424
39885	TXD15_HUMAN	360	39885
154301	MRP8_HUMAN	1382	154301
36589	B3GQE5_HUMAN	330	36589
86505	MAP6_HUMAN	813	86505
89099	CHAP1_HUMAN	812	89099
88337	V9GXZ1_HUMAN	787	88337
134045	CC136_HUMAN	1154	134045
93595	F1T0L2_HUMAN	859	93595
25441	Q6NSY2_HUMAN	215	25441
29815	RN170_HUMAN	258	29815
63883	ZN714_HUMAN	554	63883
32491	H0YEN0_HUMAN	286	32491
27119	A0A1B2FJ32_HUMAN	248	27119
24519	F8W835_HUMAN	207	24519
82520	MARK4_HUMAN	752	82520
61265	SNX27_HUMAN	541	61265
201272	ALPK3_HUMAN	1907	201272
41938	Q6RAS2_HUMAN	384	41938
24107	H7C1E5_HUMAN	212	24107
36790	CH048_HUMAN	319	36790
20615	A0A140VK60_HUMAN	180	20615
54328	CI072_HUMAN	481	54328
25589	A0A6B7G3K2_HUMAN	220	25589
19533	X6RK58_HUMAN	174	19533
47399	RMD2_HUMAN	410	47399
56294	TEKT5_HUMAN	485	56294
82658	KAD7_HUMAN	723	82658
61835	MSTO1_HUMAN	570	61835
87134	UBP10_HUMAN	798	87134
50397	KICS2_HUMAN	445	50397
27932	U3N9E1_HUMAN	242	27932
213865	CFA44_HUMAN	1854	213865
84700	YTDC1_HUMAN	727	84700
19714	B1B5T7_HUMAN	174	19714
70897	S6A18_HUMAN	628	70897
36232	A0A2I4R868_HUMAN	322	36232
23612	Q9UES4_HUMAN	206	23612
45755	ZN558_HUMAN	402	45755
172581	LRRC7_HUMAN	1537	172581
53087	A0A384NPV0_HUMAN	468	53087
55454	K4PZ75_HUMAN	510	55454
17208	Q8TDE6_HUMAN	158	17208
118173	NLRP3_HUMAN	1036	118173
68804	A0A140VJC7_HUMAN	610	68804
80856	FCRL3_HUMAN	734	80856
115963	IPO9_HUMAN	1041	115963
109956	A0A7I2V397_HUMAN	971	109956
40939	A0ZT99_HUMAN	358	40939
86439	NOX5_HUMAN	765	86439
52605	H0Y900_HUMAN	447	52605
64984	B2RBK6_HUMAN	554	64984
70226	A0A6Q8PHD4_HUMAN	616	70226
89985	UHRF2_HUMAN	802	89985
88157	LENG8_HUMAN	800	88157
70212	A0A8V8TMY3_HUMAN	649	70212
99058	B4DYX2_HUMAN	897	99058
56026	C7DTX9_HUMAN	495	56026
35818	Q3KZ28_HUMAN	314	35818
207570	ATAD5_HUMAN	1844	207570
41676	B4DSE2_HUMAN	385	41676
76112	B3KXM1_HUMAN	691	76112
37186	HS3S6_HUMAN	342	37186
216069	PCD15_HUMAN	1955	216069
78851	HHIP_HUMAN	700	78851
106437	FCRL5_HUMAN	977	106437
68743	ZN300_HUMAN	604	68743
109006	S26A8_HUMAN	970	109006
86753	MED15_HUMAN	788	86753
12146	G3V5D0_HUMAN	106	12146
54166	B3KRX9_HUMAN	486	54166
62881	OXLA_HUMAN	567	62881
66756	A0A0S2Z635_HUMAN	630	66756
71307	FNBP1_HUMAN	617	71307
39561	B4DDL1_HUMAN	351	39561
28160	A0A8I5KVK5_HUMAN	258	28160
62023	CLCC1_HUMAN	551	62023
58147	B7Z977_HUMAN	515	58147
78436	DCR1C_HUMAN	692	78436
52088	DIRC2_HUMAN	478	52088
65622	ZN587_HUMAN	575	65622
145175	SIN3A_HUMAN	1273	145175
89590	CEP89_HUMAN	783	89590
50546	CRBN_HUMAN	442	50546
163821	RSF1_HUMAN	1441	163821
34153	B4DKX2_HUMAN	318	34153
80131	SL9A7_HUMAN	725	80131
72965	Q9BS11_HUMAN	659	72965
46546	C9JYJ0_HUMAN	425	46546
76827	ACOX2_HUMAN	681	76827
27326	U6EFS2_HUMAN	240	27326
29965	V9J277_HUMAN	261	29965
53511	K1C12_HUMAN	494	53511
105836	PSMD1_HUMAN	953	105836
37535	C9JW74_HUMAN	325	37535
64593	EYA1_HUMAN	592	64593
153103	PI3R4_HUMAN	1358	153103
68585	F5GYK2_HUMAN	634	68585
164652	SCAFB_HUMAN	1463	164652
58354	ZBT18_HUMAN	522	58354
105344	EIF3C_HUMAN	913	105344
10986	Q5JXL4_HUMAN	96	10986
33520	Q2VIM3_HUMAN	295	33520
39860	PRP18_HUMAN	342	39860
42547	A8K9U7_HUMAN	375	42547
22456	CHP1_HUMAN	195	22456
81313	A0A140VKF1_HUMAN	725	81313
97135	I12R2_HUMAN	862	97135
154537	M3K5_HUMAN	1374	154537
45297	Q96EV4_HUMAN	388	45297
86648	E9PGF6_HUMAN	744	86648
25029	MDFI_HUMAN	246	25029
55343	NOE1_HUMAN	485	55343
50219	A8K914_HUMAN	439	50219
43944	A0PJG0_HUMAN	401	43944
62889	ARI3A_HUMAN	593	62889
39794	HAUS7_HUMAN	358	39794
13952	L8E910_HUMAN	135	13952
70911	MA1C1_HUMAN	630	70911
76709	ATF6B_HUMAN	703	76709
32262	Q6RSW2_HUMAN	306	32262
41868	DUS9_HUMAN	384	41868
82457	ADAM2_HUMAN	735	82457
35227	OR1D4_HUMAN	311	35227
40150	A5PL05_HUMAN	357	40150
26506	B4DJT1_HUMAN	246	26506
92219	A0A0S2Z5M8_HUMAN	826	92219
49148	ZBT12_HUMAN	459	49148
49895	F90AF_HUMAN	464	49895
63304	B4DMM7_HUMAN	573	63304
19998	V9H098_HUMAN	171	19998
77437	F8VZ52_HUMAN	696	77437
33085	F5H1C6_HUMAN	286	33085
74222	JPH2_HUMAN	696	74222
41807	Q5T6W2_HUMAN	379	41807
34269	G5E9L6_HUMAN	301	34269
40527	Q6RJV9_HUMAN	353	40527
12403	H0YD27_HUMAN	105	12403
26047	SLD5_HUMAN	223	26047
28402	Q53G61_HUMAN	255	28402
23721	C9J9Y8_HUMAN	205	23721
43359	SIRBL_HUMAN	398	43359
25764	B4DPK8_HUMAN	240	25764
40142	ZPBP1_HUMAN	351	40142
43520	TMM79_HUMAN	394	43520
48707	Q9NSL0_HUMAN	425	48707
35375	S2533_HUMAN	321	35375
73639	FEM1A_HUMAN	669	73639
27083	F1ABN5_HUMAN	250	27083
33652	SEN34_HUMAN	310	33652
83193	EFC4B_HUMAN	731	83193
52518	ALG1_HUMAN	464	52518
25334	K7EKJ7_HUMAN	237	25334
61072	TCHP_HUMAN	498	61072
27508	Q96NJ2_HUMAN	245	27508
24196	Q14222_HUMAN	227	24196
25566	Q06310_HUMAN	231	25566
20350	NDUF3_HUMAN	184	20350
14179	A0A7S5EY93_HUMAN	127	14179
49857	M0R2S2_HUMAN	447	49857
21640	S6CPY6_HUMAN	183	21640
60612	H0YDX7_HUMAN	554	60612
24418	B7Z2Q7_HUMAN	222	24418
63106	ZN426_HUMAN	554	63106
53543	ERO1B_HUMAN	467	53543
65949	K4RH61_HUMAN	582	65949
54268	TRI62_HUMAN	475	54268
92775	KIFC3_HUMAN	833	92775
25261	A0A6I8PIU5_HUMAN	227	25261
34555	Q8N5L1_HUMAN	330	34555
63964	SARG_HUMAN	601	63964
32663	U5LKH9_HUMAN	293	32663
37086	G3CBL6_HUMAN	322	37086
81036	A0A087WSW7_HUMAN	700	81036
20676	Q6ZSU4_HUMAN	194	20676
64328	B4DDY6_HUMAN	588	64328
35151	A0A0J9YWM1_HUMAN	329	35151
82803	PAPOG_HUMAN	736	82803
35554	SCRT1_HUMAN	348	35554
43767	A0A024R336_HUMAN	381	43767
42071	A0A7I2ST14_HUMAN	387	42071
142513	SRBS1_HUMAN	1292	142513
55931	B7Z7K8_HUMAN	493	55931
56636	A0A023Q488_HUMAN	510	56636
30861	C1QT6_HUMAN	278	30861
26994	D6RFM1_HUMAN	238	26994
101272	TF3C3_HUMAN	886	101272
133284	CAR11_HUMAN	1154	133284
44048	TGT_HUMAN	403	44048
94564	D1CS27_HUMAN	811	94564
29324	A0A087WV59_HUMAN	250	29324
25098	B1AKT2_HUMAN	217	25098
45214	Q96GA5_HUMAN	395	45214
46089	A8K5W4_HUMAN	422	46089
12376	Q8N3Y9_HUMAN	111	12376
141543	CDHR2_HUMAN	1310	141543
92463	ACE2_HUMAN	805	92463
40883	A0A858B7C7_HUMAN	366	40883
9504	D6RDL0_HUMAN	84	9504
21825	B4DX69_HUMAN	197	21825
14462	A0A5C2GGK4_HUMAN	130	14462
10539	Q5NV64_HUMAN	97	10539
13480	K7EJ68_HUMAN	124	13480
47482	H7C155_HUMAN	421	47482
114657	ANO3_HUMAN	981	114657
65674	BCDO2_HUMAN	579	65674
82626	RHBT2_HUMAN	727	82626
51218	FRMD8_HUMAN	464	51218
148933	PITM2_HUMAN	1349	148933
161613	NSD3_HUMAN	1437	161613
269833	ABCA2_HUMAN	2435	269833
55647	PUS3_HUMAN	481	55647
46090	D9IWN0_HUMAN	394	46090
57762	Q8ND39_HUMAN	523	57762
49292	G4XH66_HUMAN	451	49292
55595	TBL1R_HUMAN	514	55595
21067	W0NT80_HUMAN	181	21067
104664	B7ZM04_HUMAN	891	104664
41616	G3V3N9_HUMAN	379	41616
29299	A0A1R4A430_HUMAN	258	29299
23964	A0A140VKG6_HUMAN	212	23964
48244	Q2L6J1_HUMAN	425	48244
182624	SN_HUMAN	1709	182624
57461	TRIM4_HUMAN	500	57461
54277	ZN436_HUMAN	470	54277
247367	ZN407_HUMAN	2248	247367
47026	STRAB_HUMAN	418	47026
47708	B4DJF0_HUMAN	438	47708
52387	TINAL_HUMAN	467	52387
38375	NDEL1_HUMAN	345	38375
25878	TGIF2_HUMAN	237	25878
33732	B3KUD0_HUMAN	311	33732
36829	K7ERK1_HUMAN	334	36829
47260	F8W1K6_HUMAN	416	47260
28912	V9GYE7_HUMAN	254	28912
25017	O75435_HUMAN	220	25017
71627	NXF2_HUMAN	626	71627
14246	G3V2A5_HUMAN	139	14246
62155	S22A4_HUMAN	551	62155
34767	A0A1U9X869_HUMAN	312	34767
68935	KLC2_HUMAN	622	68935
30282	Q6FIE9_HUMAN	274	30282
80700	PPCE_HUMAN	710	80700
105202	WWP1_HUMAN	922	105202
72007	ZCPW1_HUMAN	648	72007
14044	D6R9U9_HUMAN	131	14044
59374	CCDC8_HUMAN	538	59374
80492	GZF1_HUMAN	711	80492
87002	CAD19_HUMAN	772	87002
82659	I2BPL_HUMAN	796	82659
54696	REN3A_HUMAN	476	54696
38849	A0A087WTB5_HUMAN	352	38849
40323	A0A2R8Y5V0_HUMAN	387	40323
88870	B3KN80_HUMAN	779	88870
33849	GHC2_HUMAN	315	33849
11343	K7ELV3_HUMAN	116	11343
15719	Q8NF81_HUMAN	144	15719
32447	Q8WX87_HUMAN	287	32447
60390	CDT1_HUMAN	546	60390
75679	ABCG8_HUMAN	673	75679
72504	ABCG5_HUMAN	651	72504
52318	B2RAM9_HUMAN	465	52318
58939	MMP28_HUMAN	520	58939
288985	SPTN4_HUMAN	2564	288985
94694	VPS16_HUMAN	839	94694
53393	DCSTP_HUMAN	470	53393
53401	AL8A1_HUMAN	487	53401
27579	B4DJK3_HUMAN	261	27579
47958	A0A0G2JMD7_HUMAN	437	47958
114369	SEM6A_HUMAN	1030	114369
155985	A0A087WW76_HUMAN	1406	155985
31651	Q59F81_HUMAN	287	31651
37920	SCAM1_HUMAN	338	37920
24659	A6PVI4_HUMAN	218	24659
102032	CHRD_HUMAN	955	102032
45350	Q8TDQ9_HUMAN	414	45350
55584	KCNF1_HUMAN	494	55584
28481	Q8N1X9_HUMAN	250	28481
83574	B4DKB2_HUMAN	738	83574
178974	PTN23_HUMAN	1636	178974
