	ComplexID	ComplexName	GO ID	GO description	NumSubunits
761	1987	MYOM1 homodimer complex	GO:0007517	muscle organ development	1
762	1989	BANF1 homodimer protein	GO:0003677;GO:0009607	DNA binding;response to biotic stimulus	1
763	1990	PGRMC1-SCAP complex	GO:0042632;GO:0005783	cholesterol homeostasis;endoplasmic reticulum	2
764	1991	PRMT2 homodimer complex	GO:0030545	signaling receptor regulator activity	1
765	1992	LEPR homodimer complex	GO:0005125	cytokine activity	1
766	1993	SLC1A2 homotrimer complex	GO:0015171;GO:0006865	amino acid transmembrane transporter activity;amino acid transport	1
767	2001	NOD1 homodimer complex	GO:0007249;GO:0006954	I-kappaB kinase/NF-kappaB signaling;inflammatory response	1
768	2003	COX1 homodimer complex	GO:0006643;GO:0005737	membrane lipid metabolic process;cytoplasm	1
769	2004	C1D homodimer protein	GO:0065003	protein-containing complex assembly	1
770	2005	PTPRA homodimer complex	GO:0007167	enzyme-linked receptor protein signaling pathway	1
771	2007	PRNP homo-oligomer complex	GO:0030182	neuron differentiation	1
772	2010	AXL homodimer complex	GO:0007169;GO:0005886	transmembrane receptor protein tyrosine kinase signaling pathway;plasma membrane	1
773	2013	STAT5B homodimer complex	GO:0045893	positive regulation of DNA-templated transcription	1
774	2016	IL12A homodimer complex	GO:0030217	T cell differentiation	1
775	2019	IL12A-IL12B-IL12RB1 complex	GO:0023052	signaling	3
776	2020	IL12B-IL12RB1-IL12RB2 complex	GO:0030217	T cell differentiation	3
777	2021	IL12A-IL12B-IL12RB2 complex	GO:0023052	signaling	3
778	2023	STAT5A homodimer complex	GO:0045893	positive regulation of DNA-templated transcription	1
779	2026	IL-12RB1/B2 receptor-IL-12 complex, high-affinity	GO:0023052;GO:0005886;GO:0019221;GO:0006955;GO:0035722;GO:0042098;GO:0001787;GO:0032609	signaling;plasma membrane;cytokine-mediated signaling pathway;immune response;interleukin-12-mediated signaling pathway;T cell proliferation;natural killer cell proliferation;interferon-gamma production	4
780	2028	JAK2-IL12RB2 complex	GO:0023052	signaling	2
781	2029	BNIP2-ARHGAP8 complex	GO:0005096;GO:0043547	GTPase activator activity;positive regulation of GTPase activity	2
782	2051	MALT1 homo-oligomer complex	GO:0043085;GO:0008047;GO:0051259	positive regulation of catalytic activity;enzyme activator activity;protein complex oligomerization	1
783	2052	BCL10 homo-oligomer complex	GO:0043085;GO:0008047	positive regulation of catalytic activity;enzyme activator activity	1
784	2053	BCL10-MALT1 complex	GO:0043085;GO:0008047	positive regulation of catalytic activity;enzyme activator activity	2
785	2054	CASP8-FADD-MALT1-BCL10 complex	GO:0043122	regulation of I-kappaB kinase/NF-kappaB signaling	4
786	2055	CASP8-CHUK-IKBKB-MALT1-BCL10 complex	GO:0043122	regulation of I-kappaB kinase/NF-kappaB signaling	5
787	2073	TNFRSF11A-TRAF6-SRC complex	GO:0023052	signaling	3
788	2074	TRAF6 homo-oligomer complex	GO:0043085;GO:0008047	positive regulation of catalytic activity;enzyme activator activity	1
789	2077	B-raf-MAP3K11 complex	GO:0023052	signaling	2
790	2084	NFKB1-NFKB2-REL-RELA-RELB complex	GO:2001141;GO:0006355	regulation of RNA biosynthetic process;regulation of DNA-templated transcription	5
791	2086	NFKB1-NFKB2-RELA-RELB complex	GO:2001141;GO:0006355	regulation of RNA biosynthetic process;regulation of DNA-templated transcription	4
792	2100	CHUK-IKBKB-MAP3K14 complex	GO:0030234;GO:0050790	enzyme regulator activity;regulation of catalytic activity	3
793	2101	CHUK-IKBKB complex	GO:0034612;GO:0070555;GO:0006468;GO:0045087;GO:0019048;GO:0006954;GO:0008384;GO:0007249;GO:0051090;GO:0051607	response to tumor necrosis factor;response to interleukin-1;protein phosphorylation;innate immune response;modulation by virus of host process;inflammatory response;IkappaB kinase activity;I-kappaB kinase/NF-kappaB signaling;regulation of DNA-binding transcription factor activity;defense response to virus	2
794	2104	IKBKB-MAP3K14 complex	GO:0030234;GO:0050790	enzyme regulator activity;regulation of catalytic activity	2
795	2105	IkappaB kinase complex (IKBKB, CHUK, IKBKAP, NFKBIA, RELA, MAP3K14)	GO:0007249;GO:0023052	I-kappaB kinase/NF-kappaB signaling;signaling	6
796	2112	CDC37-HSP90AA1-HSP90AB1-MAP3K11 complex	GO:0030234;GO:0050790	enzyme regulator activity;regulation of catalytic activity	4
797	2118	CHUK-ERC1-IKBKB-IKBKG complex	GO:0007249	I-kappaB kinase/NF-kappaB signaling	4
798	2123	IKBKG homodimer complex	GO:0007249	I-kappaB kinase/NF-kappaB signaling	1
799	2124	CHUK-ESR1-NCOA3 complex	GO:0006355;GO:0006468;GO:0003677;GO:0071391;GO:0030520	regulation of DNA-templated transcription;protein phosphorylation;DNA binding;cellular response to estrogen stimulus;intracellular estrogen receptor signaling pathway	3
800	2129	DNAJB2-HSPA8-PSMA3 complex	GO:0006886;GO:0006605;GO:0015031;GO:0043161;GO:0006511	intracellular protein transport;protein targeting;protein transport;proteasome-mediated ubiquitin-dependent protein catabolic process;ubiquitin-dependent protein catabolic process	3
801	2143	MAP2K5-PRKCI-SQSTM1 complex	GO:0035556;GO:0023052	intracellular signal transduction;signaling	3
802	2145	HSF1-YWHAE complex	GO:0009408	response to heat	2
803	2152	ARNT-HLF complex	GO:0045893	positive regulation of DNA-templated transcription	2
804	2153	ITGAM-ITGB2-CD11 complex	GO:0023052;GO:0007155	signaling;cell adhesion	3
805	2156	YBX1-AKT1 complex	GO:0008361;GO:0005634	regulation of cell size;nucleus	2
806	2159	AR-AKT-APPL complex	GO:0023052	signaling	3
807	2160	AOF2-AR complex	GO:0045893	positive regulation of DNA-templated transcription	2
808	2162	APPBP1-UBA3 complex	GO:0016567	protein ubiquitination	2
809	2170	Ubiquitin E3 ligase (CDC34, CUL1, RBX1)	GO:0016567;GO:0043161;GO:0006511	protein ubiquitination;proteasome-mediated ubiquitin-dependent protein catabolic process;ubiquitin-dependent protein catabolic process	3
810	2171	Ubiquitin E3 ligase (CHEK1, CUL4A)	GO:0016567;GO:0043161;GO:0006511;GO:0006974;GO:0005634	protein ubiquitination;proteasome-mediated ubiquitin-dependent protein catabolic process;ubiquitin-dependent protein catabolic process;cellular response to DNA damage stimulus;nucleus	2
811	2172	Ubiquitin E3 ligase (CDT1, DDB1, CUL4A, RBX1)	GO:0016567;GO:0043161;GO:0006511;GO:0006974	protein ubiquitination;proteasome-mediated ubiquitin-dependent protein catabolic process;ubiquitin-dependent protein catabolic process;cellular response to DNA damage stimulus	4
812	2174	COP9 signalosome complex	GO:0008180;GO:0010387	COP9 signalosome;COP9 signalosome assembly	8
813	2179	CNS-P53 complex	GO:0006886;GO:0006605;GO:0015031	intracellular protein transport;protein targeting;protein transport	9
814	2183	KAISO-NCOR complex	GO:0006265;GO:0045892;GO:0006473;GO:0006476;GO:0003677;GO:0051276;GO:0005634	DNA topological change;negative regulation of DNA-templated transcription;protein acetylation;protein deacetylation;DNA binding;chromosome organization;nucleus	10
815	2188	Ubiquitin E3 ligase (CDC34, NEDD8, BTRC, CUL1, SKP1A, RBX1)	GO:0016567;GO:0043161;GO:0006511;GO:0005737	protein ubiquitination;proteasome-mediated ubiquitin-dependent protein catabolic process;ubiquitin-dependent protein catabolic process;cytoplasm	5
816	2189	Ubiquitin E3 ligase (SMAD3, BTRC, CUL1, SKP1A, RBX1)	GO:0016567;GO:0043161;GO:0006511;GO:0023052;GO:0005737;GO:0005634	protein ubiquitination;proteasome-mediated ubiquitin-dependent protein catabolic process;ubiquitin-dependent protein catabolic process;signaling;cytoplasm;nucleus	5
817	2191	Ubiquitin E3 ligase (FBXO18, SKP1A, CUL1, RBX1)	GO:0006511	ubiquitin-dependent protein catabolic process	4
818	2192	Ubiquitin E3 ligase (NIPA, SKP1A, CUL1, RBX1)	GO:0000278;GO:0016567;GO:0043161;GO:0006511;GO:0005634	mitotic cell cycle;protein ubiquitination;proteasome-mediated ubiquitin-dependent protein catabolic process;ubiquitin-dependent protein catabolic process;nucleus	4
819	2196	9-1-1-LIG1 complex	GO:0006281;GO:0000075;GO:0006974;GO:0005634	DNA repair;cell cycle checkpoint signaling;cellular response to DNA damage stimulus;nucleus	4
820	2197	9-1-1-FEN1 complex	GO:0006308;GO:0006281;GO:0006974;GO:0005634;GO:0140612;GO:0000077	DNA catabolic process;DNA repair;cellular response to DNA damage stimulus;nucleus;DNA damage sensor activity;DNA damage checkpoint signaling	4
821	2198	9-1-1-POLB complex	GO:0006281;GO:0000075;GO:0006974;GO:0005634	DNA repair;cell cycle checkpoint signaling;cellular response to DNA damage stimulus;nucleus	4
822	2199	CHTF18-RFC2-5 complex	GO:0006260;GO:0007059;GO:0005634;GO:0003677;GO:0016887	DNA replication;chromosome segregation;nucleus;DNA binding;ATP hydrolysis activity	5
823	2200	RFC2-5 subcomplex	GO:0006260;GO:0003677;GO:0005634;GO:0016887	DNA replication;DNA binding;nucleus;ATP hydrolysis activity	4
824	2201	PCNA-RFC2-5 complex	GO:0006260;GO:0005634	DNA replication;nucleus	5
825	2203	BRD4-RFC complex	GO:0000278;GO:0051726;GO:0000082;GO:0005634	mitotic cell cycle;regulation of cell cycle;G1/S transition of mitotic cell cycle;nucleus	6
826	2204	MCM8-ORC2-CDC6 complex	GO:0006260;GO:0000082;GO:0005634	DNA replication;G1/S transition of mitotic cell cycle;nucleus	3
827	2205	ORC5-ORC1 complex	GO:0006267;GO:0003688;GO:0005634	pre-replicative complex assembly involved in nuclear cell cycle DNA replication;DNA replication origin binding;nucleus	2
828	2210	BRCA1-IRIS-pre-replication complex	GO:0006260;GO:0005634	DNA replication;nucleus	4
829	2211	BARD1-BRCA1-CSTF complex	GO:0031123;GO:0031124;GO:0003723;GO:0005634	RNA 3'-end processing;mRNA 3'-end processing;RNA binding;nucleus	5
830	2213	BRCA1-BARD1-POLR2A complex	GO:2001141;GO:0006355;GO:0016567;GO:0005634	regulation of RNA biosynthetic process;regulation of DNA-templated transcription;protein ubiquitination;nucleus	3
831	2214	LMO4-BRCA1-CTIP-LDB1 complex	GO:2001141;GO:0006355;GO:0003677;GO:0005634	regulation of RNA biosynthetic process;regulation of DNA-templated transcription;DNA binding;nucleus	4
832	2215	BRCA1-LMO4-CTIP complex	GO:2001141;GO:0006355;GO:0003677;GO:0005634	regulation of RNA biosynthetic process;regulation of DNA-templated transcription;DNA binding;nucleus	3
833	2217	MDC1-MRN-ATM-FANCD2 complex	GO:0006281;GO:0000075;GO:0003677;GO:0006974;GO:0005634	DNA repair;cell cycle checkpoint signaling;DNA binding;cellular response to DNA damage stimulus;nucleus	6
834	2218	MDC1-MRE11-RAD50-NBS1 complex	GO:0006281;GO:0000075;GO:0006974;GO:0005634	DNA repair;cell cycle checkpoint signaling;cellular response to DNA damage stimulus;nucleus	4
835	2219	TERF1 homodimer complex	GO:0000278;GO:0051726;GO:0003677;GO:0051276	mitotic cell cycle;regulation of cell cycle;DNA binding;chromosome organization	1
836	2220	RAD52-ERCC4-ERCC1 complex	GO:0006308;GO:0006310;GO:0006281;GO:0005634	DNA catabolic process;DNA recombination;DNA repair;nucleus	3
837	2223	BLM-TOP3A complex	GO:0051276;GO:0005634	chromosome organization;nucleus	2
838	2224	MSH2/6-BLM-p53-RAD51 complex	GO:0006281;GO:0006974;GO:0005634	DNA repair;cellular response to DNA damage stimulus;nucleus	5
839	2226	MutS-alpha-PK-zeta complex	GO:0006281;GO:0043161;GO:0006511	DNA repair;proteasome-mediated ubiquitin-dependent protein catabolic process;ubiquitin-dependent protein catabolic process	3
840	2228	BLM-RAD51L3-XRCC2 complex	GO:0006281;GO:0005634	DNA repair;nucleus	3
841	2231	PCNA homotrimer complex	GO:0006260;GO:0005634	DNA replication;nucleus	1
842	2233	Replication-coupled CAF-1-MBD1-ETDB1 complex	GO:0006260;GO:0006265;GO:0006349;GO:0000084;GO:0006479;GO:0051276;GO:0005634	DNA replication;DNA topological change;regulation of gene expression by genomic imprinting;mitotic S phase;protein methylation;chromosome organization;nucleus	3
843	2235	ASF1-interacting protein complex	GO:0006260;GO:0006265;GO:0051276	DNA replication;DNA topological change;chromosome organization	6
844	2236	ASF1-histone containing complex	GO:0006260;GO:0006265;GO:0051276	DNA replication;DNA topological change;chromosome organization	7
845	2237	SP1-MCAF2 complex	GO:0006265;GO:0006349;GO:0045892;GO:0032774;GO:0051276;GO:0005634	DNA topological change;regulation of gene expression by genomic imprinting;negative regulation of DNA-templated transcription;RNA biosynthetic process;chromosome organization;nucleus	2
846	2238	MBD1-MCAF1-SETDB1 complex	GO:0006265;GO:0006349;GO:0045892;GO:0032774;GO:0006479;GO:0051276;GO:0005634	DNA topological change;regulation of gene expression by genomic imprinting;negative regulation of DNA-templated transcription;RNA biosynthetic process;protein methylation;chromosome organization;nucleus	3
847	2241	HTT-OPTN-RAB8A complex	GO:0016192;GO:0000902	vesicle-mediated transport;cell morphogenesis	3
848	2242	TGM2-HD-CALM1 complex	GO:0065003	protein-containing complex assembly	3
849	2243	TGM2-HD complex	GO:0065003	protein-containing complex assembly	2
850	2254	CTGF/Hcs24-actin(beta/gamma) complex	GO:0030037;GO:0030036;GO:0051216;GO:0005737	actin filament reorganization involved in cell cycle;actin cytoskeleton organization;cartilage development;cytoplasm	3
851	2255	Cofilin-actin-CAP1 complex	GO:0030036;GO:0015629;GO:0048870	actin cytoskeleton organization;actin cytoskeleton;cell motility	3
852	2256	RIAM-Rap1-GTP complex	GO:0007155;GO:0030036;GO:0005886	cell adhesion;actin cytoskeleton organization;plasma membrane	2
853	2258	VILIP-1-AChR-alpha-4-AChR-beta-2 complex	GO:0005509;GO:0007268;GO:0051592;GO:1903048	calcium ion binding;chemical synaptic transmission;response to calcium ion;regulation of acetylcholine-gated cation channel activity	3
854	2266	PPP3CA-PPP3CB-RCAN1 complex	GO:0019722	calcium-mediated signaling	3
855	2272	PICK1-GRIP1-GLUR2 complex	GO:0006886;GO:0006605;GO:0015031;GO:0006897;GO:0005886	intracellular protein transport;protein targeting;protein transport;endocytosis;plasma membrane	3
856	2294	ABI1-WASF2 complex	GO:0030036	actin cytoskeleton organization	2
857	2297	ABI1-WASL complex	GO:0030036	actin cytoskeleton organization	2
858	2307	AP3D1-AP3S2 complex	GO:0006886;GO:0006605;GO:0015031	intracellular protein transport;protein targeting;protein transport	2
859	2308	AP3D1-AP3S1 complex	GO:0006886;GO:0006605;GO:0015031	intracellular protein transport;protein targeting;protein transport	2
860	2318	ITGA6-ITGB4-Laminin10/12 complex	GO:0007155	cell adhesion	5
861	2319	ITGA6-ITGB4-Laminin10/12 complex	GO:0007155	cell adhesion	5
862	2320	ITGA6-ITGB4-CD151 complex	GO:0005515;GO:0007160	protein binding;cell-matrix adhesion	3
863	2321	ITGA6-ITGB4-FYN complex	GO:0005515;GO:0006921	protein binding;cellular component disassembly involved in execution phase of apoptosis	3
864	2322	ITGA6-ITGB4-LAMA5 complex	GO:0007155	cell adhesion	3
865	2323	ITGA6-ITGB4 complex	GO:0007155;GO:0048870	cell adhesion;cell motility	2
866	2342	ITGAV-ITGB8-MMP14-TGFB1 complex	GO:0016049;GO:1901392	cell growth;regulation of transforming growth factor beta1 activation	4
867	2343	ITGAV-ITGB5-PLAUR complex	GO:0016477	cell migration	3
868	2345	ITGAV-ITGB5-ICAM4 complex	GO:0005515;GO:0007155	protein binding;cell adhesion	3
869	2346	ITGAV-ITGB5-ADAM9 complex	GO:0005515;GO:0007155	protein binding;cell adhesion	3
870	2347	ITGAV-ITGB5-SPP1 complex	GO:0005515;GO:0007155	protein binding;cell adhesion	3
871	2348	ITGAV-ITGB5-CYR61 complex	GO:0016477;GO:0007155;GO:0010761	cell migration;cell adhesion;fibroblast migration	3
872	2350	ITGAV-ITGB5 complex	GO:0005515;GO:0007155;GO:0008305	protein binding;cell adhesion;integrin complex	2
873	2351	ITGB6-FYN-FN1 complex	GO:0035556;GO:0007229	intracellular signal transduction;integrin-mediated signaling pathway	3
874	2352	ITGAV-ITGB6-SPP1 complex	GO:0005515;GO:0007155	protein binding;cell adhesion	3
875	2353	ITGAV-ITGB6-TGFB3 complex	GO:0036366	transforming growth factor beta3 activation	3
876	2354	ITGAV-ITGB6 complex	GO:0005515;GO:0008305;GO:0007155	protein binding;integrin complex;cell adhesion	2
877	2355	ITGAV-ITGB3-CD47-FCER2 complex	GO:0005515;GO:0006954	protein binding;inflammatory response	4
878	2356	ITGB3-ITGAV-CD47 complex	GO:0005515;GO:0007155;GO:0005886	protein binding;cell adhesion;plasma membrane	3
879	2358	ITGAV-ITGB3-SPP1 complex	GO:0016477;GO:0000902;GO:0016049	cell migration;cell morphogenesis;cell growth	3
880	2359	ITGAV-ITGB3-ADAM15 complex	GO:0005515;GO:0007155;GO:0005886;GO:0031012	protein binding;cell adhesion;plasma membrane;extracellular matrix	3
881	2362	ITAGV-ITGB3-F11R complex	GO:0001568;GO:0001944	blood vessel development;vasculature development	3
882	2363	ITGAV-ITGB3-PXN-PTK2b complex	GO:0005515;GO:0007155	protein binding;cell adhesion	4
883	2364	ITGAV-ITGB3-ADAM23 complex	GO:0005515;GO:0007155	protein binding;cell adhesion	3
884	2365	ITGAV-ITGB3-COL4A3 complex	GO:0006417	regulation of translation	3
885	2366	ITGAV-ITGB3-PPAP2b complex	GO:0007155;GO:0001568;GO:0001944;GO:0005886	cell adhesion;blood vessel development;vasculature development;plasma membrane	3
886	2369	ITGAV-ITGB3-EGFR complex	GO:0005515;GO:0007173;GO:0007229	protein binding;epidermal growth factor receptor signaling pathway;integrin-mediated signaling pathway	3
887	2370	ITGA2B-ITGB3-CD9 complex	GO:0007155;GO:0005886	cell adhesion;plasma membrane	3
888	2374	ITGAV-ITGB3-LAMA4 complex	GO:0005515;GO:0007155;GO:0031012	protein binding;cell adhesion;extracellular matrix	3
889	2375	FN1-TGM2 complex	GO:0005515;GO:0007155	protein binding;cell adhesion	2
890	2376	ITGA2B-ITGB3-FN1-TGM2 complex	GO:0005515;GO:0007155;GO:0005886	protein binding;cell adhesion;plasma membrane	4
