Network	GO Branch	Term	Term name	P-value	Term_size	Intersection	Expected	Observed/Expected
DIP	BP	GO:0030163	protein catabolic process	7.78E-65	990	387	168.71	2.29
DIP	BP	GO:0006954	inflammatory response	3.14E-60	820	333	139.74	2.38
DIP	BP	GO:0098542	defense response to other organism	1.07E-57	1171	419	199.56	2.10
DIP	BP	GO:0007059	chromosome segregation	2.42E-52	403	200	68.68	2.91
DIP	BP	GO:0007155	cell adhesion	7.67E-46	1444	457	246.08	1.86
DIP	BP	GO:0032200	telomere organization	1.14E-45	186	118	31.70	3.72
DIP	BP	GO:0006914	autophagy	1.13E-40	568	229	96.80	2.37
DIP	BP	GO:0016071	mRNA metabolic process	2.06E-40	713	267	121.51	2.20
DIP	BP	GO:0006310	DNA recombination	9.82E-40	333	160	56.75	2.82
DIP	BP	GO:0007010	cytoskeleton organization	4.99E-37	1639	477	279.31	1.71
DIP	BP	GO:0042060	wound healing	3.69E-36	431	183	73.45	2.49
DIP	BP	GO:0006260	DNA replication	9.17E-35	279	136	47.55	2.86
DIP	BP	GO:0006913	nucleocytoplasmic transport	2.91E-30	326	143	55.56	2.57
DIP	BP	GO:0016192	vesicle-mediated transport	1.61E-28	1894	504	322.77	1.56
DIP	BP	GO:0034330	cell junction organization	3.02E-23	727	231	123.89	1.86
DIP	BP	GO:0006886	intracellular protein transport	1.07E-21	664	212	113.16	1.87
DIP	BP	GO:0031047	regulatory ncRNA-mediated gene silencing	1.12E-20	119	65	20.28	3.21
DIP	BP	GO:0140013	meiotic nuclear division	4.09E-18	279	108	47.55	2.27
DIP	BP	GO:0000910	cytokinesis	4.57E-18	186	82	31.70	2.59
DIP	BP	GO:0003012	muscle system process	4.21E-17	425	143	72.43	1.97
DIP	BP	GO:0007163	establishment or maintenance of cell polarity	4.92E-17	227	92	38.68	2.38
DIP	BP	GO:0003013	circulatory system process	1.03E-12	584	168	99.52	1.69
DIP	BP	GO:0007005	mitochondrion organization	5.14E-11	484	140	82.48	1.70
DIP	BP	GO:0002181	cytoplasmic translation	1.78E-09	153	57	26.07	2.19
DIP	BP	GO:0072659	protein localization to plasma membrane	6.07E-09	284	88	48.40	1.82
DIP	BP	GO:0006457	protein folding	4.91E-08	210	68	35.79	1.90
DIP	BP	GO:0006486	protein glycosylation	5.12E-08	225	11	38.34	0.29
DIP	BP	GO:0006790	sulfur compound metabolic process	1.90E-06	320	25	54.53	0.46
DIP	BP	GO:0006575	cellular modified amino acid metabolic process	1.17E-03	186	16	31.70	0.50
DIP	BP	GO:0006091	generation of precursor metabolites and energy	4.59E-03	502	110	85.55	1.29
DIP	BP	GO:0005975	carbohydrate metabolic process	1.82E-02	551	115	93.90	1.22
DIP	BP	GO:0022600	digestive system process	2.21E-02	110	28	18.75	1.49
DIP	BP	GO:0050877	nervous system process	2.76E-02	1527	229	260.22	0.88
DIP	BP	GO:0007018	microtubule-based movement	2.82E-02	640	130	109.07	1.19
DIP	BP	GO:0006520	amino acid metabolic process	4.94E-02	292	37	49.76	0.74
DIP	BP	GO:0042254	ribosome biogenesis	1.87E-01	297	59	50.61	1.17
DIP	BP	GO:0006629	lipid metabolic process	1.89E-01	1355	213	230.91	0.92
DIP	BP	GO:0044782	cilium organization	2.26E-01	399	77	68.00	1.13
DIP	BP	GO:0007040	lysosome organization	2.44E-01	107	23	18.23	1.26
DIP	BP	GO:0003014	renal system process	2.88E-01	127	26	21.64	1.20
DIP	BP	GO:0006399	tRNA metabolic process	2.93E-01	196	39	33.40	1.17
DIP	BP	GO:0140053	mitochondrial gene expression	3.48E-01	164	23	27.95	0.82
DIP	BP	GO:0030198	extracellular matrix organization	5.96E-01	314	57	53.51	1.07
DIP	BP	GO:0098754	detoxification	6.44E-01	134	25	22.84	1.09
DIP	BP	GO:0006766	vitamin metabolic process	6.98E-01	107	16	18.23	0.88
DIP	BP	GO:0055086	nucleobase-containing small molecule metabolic process	8.80E-01	729	122	124.23	0.98
DIP	BP	GO:0055085	transmembrane transport	8.95E-01	1784	306	304.02	1.01
FunCoup	BP	GO:0016192	vesicle-mediated transport	8.02E-29	1894	1863	1762.77	1.06
FunCoup	BP	GO:0007010	cytoskeleton organization	3.76E-22	1639	1608	1525.44	1.05
FunCoup	BP	GO:0055085	transmembrane transport	1.32E-21	1784	1746	1660.39	1.05
FunCoup	BP	GO:0007155	cell adhesion	1.89E-18	1444	1415	1343.95	1.05
FunCoup	BP	GO:0012501	programmed cell death	7.27E-18	1954	1901	1818.61	1.05
FunCoup	BP	GO:0048870	cell motility	1.58E-16	1659	1617	1544.05	1.05
FunCoup	BP	GO:0002376	immune system process	6.00E-16	2448	2366	2278.38	1.04
FunCoup	BP	GO:0065003	protein-containing complex assembly	2.60E-15	1648	1604	1533.81	1.05
FunCoup	BP	GO:0030163	protein catabolic process	3.87E-15	990	974	921.40	1.06
FunCoup	BP	GO:0006886	intracellular protein transport	4.78E-15	664	659	617.99	1.07
FunCoup	BP	GO:0006355	regulation of DNA-templated transcription	1.72E-14	3342	3207	3110.44	1.03
FunCoup	BP	GO:0034330	cell junction organization	2.75E-13	727	718	676.63	1.06
FunCoup	BP	GO:0006914	autophagy	2.16E-11	568	562	528.64	1.06
FunCoup	BP	GO:0016071	mRNA metabolic process	8.07E-11	713	701	663.60	1.06
FunCoup	BP	GO:0042060	wound healing	2.23E-09	431	427	401.14	1.06
FunCoup	BP	GO:0003012	muscle system process	3.23E-09	425	421	395.55	1.06
FunCoup	BP	GO:0006954	inflammatory response	2.03E-08	820	799	763.18	1.05
FunCoup	BP	GO:0006281	DNA repair	2.04E-08	587	576	546.33	1.05
FunCoup	BP	GO:0006629	lipid metabolic process	4.35E-08	1355	1307	1261.11	1.04
FunCoup	BP	GO:0003013	circulatory system process	3.25E-07	584	571	543.54	1.05
FunCoup	BP	GO:0050877	nervous system process	6.83E-07	1527	1466	1421.20	1.03
FunCoup	BP	GO:0072659	protein localization to plasma membrane	7.04E-07	284	282	264.32	1.07
FunCoup	BP	GO:0006325	chromatin organization	2.07E-06	720	699	670.11	1.04
FunCoup	BP	GO:0005975	carbohydrate metabolic process	2.14E-06	551	538	512.82	1.05
FunCoup	BP	GO:0007059	chromosome segregation	2.25E-06	403	396	375.08	1.06
FunCoup	BP	GO:0000910	cytokinesis	3.02E-06	186	186	173.11	1.07
FunCoup	BP	GO:0032200	telomere organization	3.02E-06	186	186	173.11	1.07
FunCoup	BP	GO:0007005	mitochondrion organization	4.71E-06	484	473	450.46	1.05
FunCoup	BP	GO:0006260	DNA replication	6.98E-06	279	276	259.67	1.06
FunCoup	BP	GO:0042254	ribosome biogenesis	1.38E-05	297	293	276.42	1.06
FunCoup	BP	GO:0007018	microtubule-based movement	3.33E-05	640	620	595.66	1.04
FunCoup	BP	GO:0006913	nucleocytoplasmic transport	3.79E-05	326	320	303.41	1.05
FunCoup	BP	GO:0007163	establishment or maintenance of cell polarity	1.73E-04	227	224	211.27	1.06
FunCoup	BP	GO:0006399	tRNA metabolic process	1.75E-04	196	194	182.42	1.06
FunCoup	BP	GO:0002181	cytoplasmic translation	3.39E-04	153	152	142.40	1.07
FunCoup	BP	GO:0007040	lysosome organization	8.32E-04	107	107	99.59	1.07
FunCoup	BP	GO:0098542	defense response to other organism	8.51E-04	1171	1117	1089.86	1.02
FunCoup	BP	GO:0006310	DNA recombination	9.88E-04	333	324	309.93	1.05
FunCoup	BP	GO:0044782	cilium organization	1.92E-03	399	386	371.35	1.04
FunCoup	BP	GO:0006575	cellular modified amino acid metabolic process	1.93E-03	186	183	173.11	1.06
FunCoup	BP	GO:0003014	renal system process	2.30E-03	127	126	118.20	1.07
FunCoup	BP	GO:0006520	amino acid metabolic process	7.06E-03	292	283	271.77	1.04
FunCoup	BP	GO:0006790	sulfur compound metabolic process	1.03E-02	320	309	297.83	1.04
FunCoup	BP	GO:0006091	generation of precursor metabolites and energy	1.23E-02	502	481	467.22	1.03
FunCoup	BP	GO:0030198	extracellular matrix organization	1.32E-02	314	303	292.24	1.04
FunCoup	BP	GO:0006457	protein folding	1.89E-02	210	204	195.45	1.04
FunCoup	BP	GO:0140053	mitochondrial gene expression	1.93E-02	164	160	152.64	1.05
FunCoup	BP	GO:0055086	nucleobase-containing small molecule metabolic process	2.08E-02	729	694	678.49	1.02
FunCoup	BP	GO:0006486	protein glycosylation	2.35E-02	225	218	209.41	1.04
FunCoup	BP	GO:0022600	digestive system process	3.52E-02	110	108	102.38	1.05
FunCoup	BP	GO:0006766	vitamin metabolic process	1.22E-01	107	104	99.59	1.04
FunCoup	BP	GO:0031047	regulatory ncRNA-mediated gene silencing	1.47E-01	119	115	110.75	1.04
FunCoup	BP	GO:0098754	detoxification	3.09E-01	134	128	124.72	1.03
FunCoup	BP	GO:0140013	meiotic nuclear division	8.13E-01	279	259	259.67	1.00
GeneMANIA	BP	GO:0007010	cytoskeleton organization	5.66E-07	1639	1633	1611.24	1.01
GeneMANIA	BP	GO:0055085	transmembrane transport	1.04E-06	1784	1776	1753.79	1.01
GeneMANIA	BP	GO:0016192	vesicle-mediated transport	1.15E-06	1894	1885	1861.93	1.01
GeneMANIA	BP	GO:0007155	cell adhesion	9.67E-06	1444	1438	1419.55	1.01
GeneMANIA	BP	GO:0012501	programmed cell death	5.71E-05	1954	1941	1920.91	1.01
GeneMANIA	BP	GO:0002376	immune system process	1.39E-04	2448	2428	2406.54	1.01
GeneMANIA	BP	GO:0065003	protein-containing complex assembly	2.79E-04	1648	1637	1620.09	1.01
GeneMANIA	BP	GO:0006886	intracellular protein transport	2.98E-04	664	663	652.76	1.02
GeneMANIA	BP	GO:0006091	generation of precursor metabolites and energy	3.09E-04	502	502	493.50	1.02
GeneMANIA	BP	GO:0050877	nervous system process	5.58E-04	1527	1483	1501.14	0.99
GeneMANIA	BP	GO:0048870	cell motility	6.32E-04	1659	1647	1630.91	1.01
GeneMANIA	BP	GO:0006281	DNA repair	8.84E-04	587	586	577.06	1.02
GeneMANIA	BP	GO:0006629	lipid metabolic process	9.69E-04	1355	1346	1332.05	1.01
GeneMANIA	BP	GO:0005975	carbohydrate metabolic process	1.26E-03	551	550	541.67	1.02
GeneMANIA	BP	GO:0006914	autophagy	1.31E-03	568	567	558.38	1.02
GeneMANIA	BP	GO:0006355	regulation of DNA-templated transcription	1.82E-03	3342	3306	3285.40	1.01
GeneMANIA	BP	GO:0006913	nucleocytoplasmic transport	7.51E-03	326	326	320.48	1.02
GeneMANIA	BP	GO:0006520	amino acid metabolic process	1.08E-02	292	292	287.06	1.02
GeneMANIA	BP	GO:0016071	mRNA metabolic process	1.13E-02	713	709	700.93	1.01
GeneMANIA	BP	GO:0007018	microtubule-based movement	1.13E-02	640	637	629.16	1.01
GeneMANIA	BP	GO:0006325	chromatin organization	1.14E-02	720	716	707.81	1.01
GeneMANIA	BP	GO:0034330	cell junction organization	1.16E-02	727	723	714.69	1.01
GeneMANIA	BP	GO:0072659	protein localization to plasma membrane	1.69E-02	284	284	279.19	1.02
GeneMANIA	BP	GO:0007005	mitochondrion organization	1.93E-02	484	482	475.80	1.01
GeneMANIA	BP	GO:0003013	circulatory system process	2.09E-02	584	581	574.11	1.01
GeneMANIA	BP	GO:0006954	inflammatory response	2.58E-02	820	814	806.11	1.01
GeneMANIA	BP	GO:0007163	establishment or maintenance of cell polarity	3.58E-02	227	227	223.16	1.02
GeneMANIA	BP	GO:0003012	muscle system process	5.33E-02	425	423	417.80	1.01
GeneMANIA	BP	GO:0030198	extracellular matrix organization	7.11E-02	314	313	308.68	1.01
GeneMANIA	BP	GO:0044782	cilium organization	7.31E-02	399	397	392.24	1.01
GeneMANIA	BP	GO:0006399	tRNA metabolic process	8.43E-02	196	196	192.68	1.02
GeneMANIA	BP	GO:0006260	DNA replication	9.71E-02	279	278	274.28	1.01
GeneMANIA	BP	GO:0030163	protein catabolic process	9.86E-02	990	980	973.23	1.01
GeneMANIA	BP	GO:0002181	cytoplasmic translation	1.19E-01	153	153	150.41	1.02
GeneMANIA	BP	GO:0140053	mitochondrial gene expression	1.21E-01	164	164	161.22	1.02
GeneMANIA	BP	GO:0042060	wound healing	1.28E-01	431	428	423.70	1.01
GeneMANIA	BP	GO:0006310	DNA recombination	1.35E-01	333	331	327.36	1.01
GeneMANIA	BP	GO:0055086	nucleobase-containing small molecule metabolic process	1.41E-01	729	722	716.65	1.01
GeneMANIA	BP	GO:0007059	chromosome segregation	1.70E-01	403	400	396.18	1.01
GeneMANIA	BP	GO:0006486	protein glycosylation	1.92E-01	225	224	221.19	1.01
GeneMANIA	BP	GO:0042254	ribosome biogenesis	2.51E-01	297	295	291.97	1.01
GeneMANIA	BP	GO:0006766	vitamin metabolic process	2.68E-01	107	107	105.19	1.02
GeneMANIA	BP	GO:0007040	lysosome organization	2.68E-01	107	107	105.19	1.02
GeneMANIA	BP	GO:0031047	regulatory ncRNA-mediated gene silencing	2.74E-01	119	119	116.98	1.02
GeneMANIA	BP	GO:0003014	renal system process	2.82E-01	127	127	124.85	1.02
GeneMANIA	BP	GO:0140013	meiotic nuclear division	3.41E-01	279	277	274.28	1.01
GeneMANIA	BP	GO:0006575	cellular modified amino acid metabolic process	3.82E-01	186	185	182.85	1.01
GeneMANIA	BP	GO:0032200	telomere organization	3.82E-01	186	185	182.85	1.01
GeneMANIA	BP	GO:0006790	sulfur compound metabolic process	3.84E-01	320	317	314.58	1.01
GeneMANIA	BP	GO:0098542	defense response to other organism	4.81E-01	1171	1155	1151.17	1.00
GeneMANIA	BP	GO:0000910	cytokinesis	1.00E+00	186	183	182.85	1.00
GeneMANIA	BP	GO:0006457	protein folding	1.00E+00	210	207	206.44	1.00
GeneMANIA	BP	GO:0022600	digestive system process	1.00E+00	110	109	108.14	1.01
GeneMANIA	BP	GO:0098754	detoxification	1.00E+00	134	132	131.73	1.00
GIANT	BP	GO:0050877	nervous system process	1.62E-53	1527	1073	1298.43	0.83
GIANT	BP	GO:0012501	programmed cell death	5.03E-51	1954	1861	1661.51	1.12
GIANT	BP	GO:0002376	immune system process	1.46E-47	2448	2299	2081.57	1.10
GIANT	BP	GO:0007155	cell adhesion	7.01E-39	1444	1378	1227.85	1.12
GIANT	BP	GO:0016192	vesicle-mediated transport	2.93E-38	1894	1783	1610.49	1.11
GIANT	BP	GO:0065003	protein-containing complex assembly	7.10E-37	1648	1559	1401.32	1.11
GIANT	BP	GO:0048870	cell motility	5.62E-34	1659	1563	1410.67	1.11
GIANT	BP	GO:0003013	circulatory system process	9.64E-26	584	571	496.58	1.15
GIANT	BP	GO:0006954	inflammatory response	7.27E-25	820	787	697.26	1.13
GIANT	BP	GO:0007010	cytoskeleton organization	2.90E-24	1639	1523	1393.66	1.09
GIANT	BP	GO:0006886	intracellular protein transport	3.66E-24	664	643	564.61	1.14
GIANT	BP	GO:0006914	autophagy	7.92E-24	568	554	482.98	1.15
GIANT	BP	GO:0006355	regulation of DNA-templated transcription	4.86E-23	3342	3019	2841.74	1.06
GIANT	BP	GO:0030163	protein catabolic process	7.61E-23	990	938	841.81	1.11
GIANT	BP	GO:0006281	DNA repair	3.98E-21	587	568	499.13	1.14
GIANT	BP	GO:0003012	muscle system process	2.97E-20	425	417	361.38	1.15
GIANT	BP	GO:0016071	mRNA metabolic process	3.48E-20	713	682	606.27	1.12
GIANT	BP	GO:0006325	chromatin organization	5.45E-20	720	688	612.23	1.12
GIANT	BP	GO:0006629	lipid metabolic process	1.84E-18	1355	1255	1152.17	1.09
GIANT	BP	GO:0006091	generation of precursor metabolites and energy	2.18E-18	502	486	426.86	1.14
GIANT	BP	GO:0042060	wound healing	6.36E-18	431	420	366.48	1.15
GIANT	BP	GO:0034330	cell junction organization	1.28E-17	727	690	618.18	1.12
GIANT	BP	GO:0055086	nucleobase-containing small molecule metabolic process	1.31E-17	729	692	619.88	1.12
GIANT	BP	GO:0007005	mitochondrion organization	3.01E-17	484	468	411.55	1.14
GIANT	BP	GO:0042254	ribosome biogenesis	3.61E-17	297	294	252.54	1.16
GIANT	BP	GO:0072659	protein localization to plasma membrane	3.27E-15	284	280	241.49	1.16
GIANT	BP	GO:0005975	carbohydrate metabolic process	1.62E-13	551	523	468.52	1.12
GIANT	BP	GO:0055085	transmembrane transport	2.44E-13	1784	1617	1516.96	1.07
GIANT	BP	GO:0006913	nucleocytoplasmic transport	2.87E-13	326	317	277.20	1.14
GIANT	BP	GO:0006260	DNA replication	5.78E-13	279	273	237.24	1.15
GIANT	BP	GO:0140053	mitochondrial gene expression	4.38E-12	164	164	139.45	1.18
GIANT	BP	GO:0007163	establishment or maintenance of cell polarity	1.56E-11	227	223	193.02	1.16
GIANT	BP	GO:0002181	cytoplasmic translation	7.65E-10	153	152	130.10	1.17
GIANT	BP	GO:0032200	telomere organization	5.84E-09	186	182	158.16	1.15
GIANT	BP	GO:0030198	extracellular matrix organization	3.92E-08	314	298	267.00	1.12
GIANT	BP	GO:0007059	chromosome segregation	5.92E-08	403	378	342.68	1.10
GIANT	BP	GO:0098542	defense response to other organism	2.85E-07	1171	1054	995.72	1.06
GIANT	BP	GO:0098754	detoxification	1.29E-06	134	131	113.94	1.15
GIANT	BP	GO:0000910	cytokinesis	1.30E-06	186	179	158.16	1.13
GIANT	BP	GO:0006399	tRNA metabolic process	1.51E-06	196	188	166.66	1.13
GIANT	BP	GO:0006790	sulfur compound metabolic process	1.69E-06	320	300	272.10	1.10
GIANT	BP	GO:0003014	renal system process	4.17E-06	127	124	107.99	1.15
GIANT	BP	GO:0006520	amino acid metabolic process	3.04E-05	292	272	248.29	1.10
GIANT	BP	GO:0007040	lysosome organization	5.99E-05	107	104	90.98	1.14
GIANT	BP	GO:0006575	cellular modified amino acid metabolic process	7.02E-05	186	176	158.16	1.11
GIANT	BP	GO:0006310	DNA recombination	1.87E-04	333	306	283.15	1.08
GIANT	BP	GO:0006766	vitamin metabolic process	3.29E-04	107	103	90.98	1.13
GIANT	BP	GO:0006457	protein folding	8.55E-04	210	195	178.57	1.09
GIANT	BP	GO:0022600	digestive system process	1.08E-03	110	105	93.53	1.12
GIANT	BP	GO:0006486	protein glycosylation	4.60E-03	225	206	191.32	1.08
GIANT	BP	GO:0031047	regulatory ncRNA-mediated gene silencing	2.00E-02	119	110	101.19	1.09
GIANT	BP	GO:0007018	microtubule-based movement	1.95E-01	640	556	544.20	1.02
GIANT	BP	GO:0044782	cilium organization	6.70E-01	399	343	339.27	1.01
GIANT	BP	GO:0140013	meiotic nuclear division	6.73E-01	279	235	237.24	0.99
Havugimana	BP	GO:0016071	mRNA metabolic process	7.00E-91	713	338	113.20	2.99
Havugimana	BP	GO:0065003	protein-containing complex assembly	1.37E-75	1648	548	261.65	2.09
Havugimana	BP	GO:0002181	cytoplasmic translation	2.36E-66	153	120	24.29	4.94
Havugimana	BP	GO:0042254	ribosome biogenesis	3.45E-45	297	151	47.15	3.20
Havugimana	BP	GO:0006886	intracellular protein transport	2.20E-44	664	251	105.42	2.38
Havugimana	BP	GO:0006281	DNA repair	3.18E-44	587	231	93.20	2.48
Havugimana	BP	GO:0006913	nucleocytoplasmic transport	4.99E-33	326	142	51.76	2.74
Havugimana	BP	GO:0050877	nervous system process	9.32E-31	1527	99	242.44	0.41
Havugimana	BP	GO:0006091	generation of precursor metabolites and energy	4.27E-30	502	183	79.70	2.30
Havugimana	BP	GO:0055086	nucleobase-containing small molecule metabolic process	7.33E-30	729	237	115.74	2.05
Havugimana	BP	GO:0140053	mitochondrial gene expression	4.73E-29	164	88	26.04	3.38
Havugimana	BP	GO:0007059	chromosome segregation	1.56E-28	403	155	63.98	2.42
Havugimana	BP	GO:0006325	chromatin organization	6.78E-25	720	223	114.31	1.95
Havugimana	BP	GO:0006260	DNA replication	6.99E-24	279	114	44.30	2.57
Havugimana	BP	GO:0006457	protein folding	1.13E-22	210	93	33.34	2.79
Havugimana	BP	GO:0030163	protein catabolic process	6.76E-20	990	267	157.18	1.70
Havugimana	BP	GO:0032200	telomere organization	3.83E-18	186	79	29.53	2.68
Havugimana	BP	GO:0006399	tRNA metabolic process	1.04E-17	196	81	31.12	2.60
Havugimana	BP	GO:0007005	mitochondrion organization	3.81E-17	484	150	76.84	1.95
Havugimana	BP	GO:0006310	DNA recombination	2.76E-16	333	113	52.87	2.14
Havugimana	BP	GO:0006914	autophagy	6.63E-11	568	150	90.18	1.66
Havugimana	BP	GO:0007010	cytoskeleton organization	7.36E-09	1639	345	260.22	1.33
Havugimana	BP	GO:0000910	cytokinesis	2.48E-08	186	60	29.53	2.03
Havugimana	BP	GO:0012501	programmed cell death	3.68E-08	1954	397	310.23	1.28
Havugimana	BP	GO:0016192	vesicle-mediated transport	2.21E-07	1894	381	300.71	1.27
Havugimana	BP	GO:0006954	inflammatory response	2.52E-06	820	84	130.19	0.65
Havugimana	BP	GO:0006520	amino acid metabolic process	7.51E-06	292	76	46.36	1.64
Havugimana	BP	GO:0006629	lipid metabolic process	1.25E-05	1355	160	215.13	0.74
Havugimana	BP	GO:0031047	regulatory ncRNA-mediated gene silencing	7.39E-05	119	36	18.89	1.91
Havugimana	BP	GO:0005975	carbohydrate metabolic process	7.27E-04	551	117	87.48	1.34
Havugimana	BP	GO:0003013	circulatory system process	1.03E-03	584	65	92.72	0.70
Havugimana	BP	GO:0007040	lysosome organization	1.28E-03	107	30	16.99	1.77
Havugimana	BP	GO:0072659	protein localization to plasma membrane	5.22E-03	284	63	45.09	1.40
Havugimana	BP	GO:0006790	sulfur compound metabolic process	6.78E-03	320	69	50.81	1.36
Havugimana	BP	GO:0044782	cilium organization	6.79E-03	399	44	63.35	0.69
Havugimana	BP	GO:0140013	meiotic nuclear division	8.06E-03	279	61	44.30	1.38
Havugimana	BP	GO:0007163	establishment or maintenance of cell polarity	1.35E-02	227	50	36.04	1.39
Havugimana	BP	GO:0006355	regulation of DNA-templated transcription	1.63E-02	3342	577	530.61	1.09
Havugimana	BP	GO:0055085	transmembrane transport	2.92E-02	1784	251	283.24	0.89
Havugimana	BP	GO:0007155	cell adhesion	2.96E-02	1444	200	229.26	0.87
Havugimana	BP	GO:0048870	cell motility	3.19E-02	1659	233	263.40	0.88
Havugimana	BP	GO:0006486	protein glycosylation	3.42E-02	225	24	35.72	0.67
Havugimana	BP	GO:0030198	extracellular matrix organization	7.28E-02	314	38	49.85	0.76
Havugimana	BP	GO:0098754	detoxification	7.46E-02	134	29	21.28	1.36
Havugimana	BP	GO:0042060	wound healing	9.56E-02	431	81	68.43	1.18
Havugimana	BP	GO:0006575	cellular modified amino acid metabolic process	1.06E-01	186	38	29.53	1.29
Havugimana	BP	GO:0022600	digestive system process	1.15E-01	110	11	17.46	0.63
Havugimana	BP	GO:0007018	microtubule-based movement	3.78E-01	640	93	101.61	0.92
Havugimana	BP	GO:0002376	immune system process	4.06E-01	2448	374	388.67	0.96
Havugimana	BP	GO:0003012	muscle system process	5.02E-01	425	62	67.48	0.92
Havugimana	BP	GO:0098542	defense response to other organism	5.36E-01	1171	178	185.92	0.96
Havugimana	BP	GO:0003014	renal system process	5.42E-01	127	17	20.16	0.84
Havugimana	BP	GO:0034330	cell junction organization	5.69E-01	727	121	115.43	1.05
