Gene Set Group	Gene Set Name	Source	Gene List (NCBI Gene IDs)	
Literature	Childhood T Acute Lymphoblastic Leukemia	DisGeNET	"4609,1540,1029,1030,1033,83478,25,5156,90678,115482684,5694,3135,51270,2120,4684,7247,596,115482713,613,64109,4208,6774,5243,3195,6783,10369,2177,6275,3716,3717,3718,56983,6298,2208,4775,5290,5291,10923,4267,5294,5293,4297,4301,207,3280,4311,5347,6886,3815,6888,79594,4851,4854,1788,494337,2309,3855,2322,6418,5910,80150,4893,1822,54567,158506,1326,6962,1843,3899,30012,4928,84295,10573,51540,79191,8028,861,28514,7528,55164,894,896,3458,8074,916,410,923,924,1437,4507,10657,3490,4004,945,947,29107,79870,961,4547,966,5578,5071,112935892,5079,472,1499,4066,997,63976,3563,407026,7157,3574,3575,4088,7161,407029,1019,55294"	
Literature	Childhood Undifferentiated Pleomorphic Sarcoma	DisGeNET	"1029,7430,4102,4233,4363,271,3091,56980,3480,3481,406943,4000,5156,10413,4923,3145,25937,2130,2261,1493,3417,4193,53347,2034,9332,7157,6774"	
Literature	Childhood asthma	DisGeNET	"3586,2052,9,3593,3596,3605,27159,28,30,100507679,5156,8740,27178,558,450095,1583,222256,3123,2615,1080,387129,4153,56893,1603,55876,3142,3576,3146,3659,2638,26191,596,3676,10333,1118,1116,1636,56934,112744,8809,100126313,1131,108,27250,56946,627,117,2678,4602,6262,6778,643,2181,1672,26762,10383,5270,10392,4760,154,9370,2206,26270,2208,163486,728226,84639,1191,27306,4790,2232,4792,4282,26298,7356,1215,1728,51393,6352,8914,6356,4318,100422880,4321,1761,231,4842,729838,240,90865,3827,64756,11005,7421,7422,9474,6915,2312,79626,7442,1811,10516,653590,57628,8989,91937,55074,10533,129831,6441,302,7984,820,3383,30009,9021,91461,8518,330,5468,861,5989,133482,3952,3953,1394,1395,1906,374,11127,728441,383,2944,7040,3458,384,84868,2946,2950,10631,2952,5004,27023,1429,94103,5018,406938,412,11167,929,120227,373156,7076,117156,4005,406947,594857,3497,2475,4524,3501,3502,3500,83888,7091,406967,80312,7097,3002,7099,5054,29119,9668,9670,80332,59341,284110,406991,4048,4049,54738,7124,1493,1495,7128,348120,5091,3557,3558,999,85480,5097,3565,3566,3567,3569,498,3574,5111,4088,3065,3578"	
Literature	Cholera	DisGeNET	"1540,26119,12,5644,2064,1555,7187,3605,5652,3096,83992,28,5663,6690,664611,3620,3621,8744,6697,1583,26160,7217,1071,2099,7220,2101,1588,1080,1592,1593,4155,4153,4669,10810,1604,115482696,3146,92747,84557,2125,5715,596,115482709,5205,64083,353376,5728,1636,102724197,64102,27236,1128,3688,1131,64109,2158,5741,112,5744,6770,8314,5244,64127,1152,1666,6275,64132,6279,2185,7306,4236,141,55964,55968,2720,2214,10922,5291,5290,8877,5294,5293,6320,2740,2230,6332,706,6855,25800,54474,1742,10959,208,207,100188881,213,3292,5341,4318,3815,8936,116969,3308,6892,3312,4852,10487,3320,9468,7422,3329,7430,7432,777,2314,25870,5903,284,7453,1822,93986,10534,28968,256297,4907,4909,2863,57649,6962,820,308,3383,30008,11066,5443,11076,51014,1351,50506,846,5457,338,51542,857,859,348,3933,353,354,3429,51561,7018,3439,3952,114548,3447,1401,6523,102723971,3973,59272,406921,51594,100302736,7057,6550,80790,406938,412,1437,1950,27040,928,931,1956,406947,5551,10671,5553,10163,29108,92086,50616,51645,121278,959,960,7108,1486,11214,975,1490,7124,284119,140767,3551,3553,2532,1509,2023,85480,23019,3569,501,6647,1017,11261,55294"	
Literature	Cholestasis	DisGeNET	"2048,4097,6662,8714,15,10257,19,1557,1559,94233,1562,1565,6687,8737,4645,551,1576,8743,2091,1581,1582,574511,4143,645682,2099,1586,4149,7224,1592,9786,1593,60,8766,57410,5189,114757,28232,3146,28234,9294,51280,596,5205,84565,55384,55898,602,3162,5725,1118,6750,27232,10850,1634,1636,102724197,3170,3684,2152,2149,5730,3172,100126316,27240,3175,10864,2678,58488,5243,124,5244,3710,6783,5245,1672,8842,6794,10891,6283,57486,729230,58508,5265,100130958,8856,2201,9370,10396,5788,27295,728226,26276,6822,1191,5290,5291,4780,7341,174,5294,688,5293,26291,1716,182,1211,3265,5314,7363,4803,115908,9414,5319,5320,1737,8398,207,6863,114897,9429,213,4311,215,216,84182,5339,1244,4316,200931,9962,6892,9965,729838,8431,90865,10482,3315,4852,4853,4854,494327,9971,3316,250,2294,255738,7421,4864,54532,3845,4358,7430,151306,267,2317,3855,6928,2833,50964,653590,80150,5914,57626,8988,796,290,79651,2852,3880,374569,54575,54576,54577,54578,653108,10549,100653366,2875,834,5443,55107,8517,841,5962,50507,10058,1869,846,5451,3920,847,5460,1366,343,5465,348,2908,112476,5468,106480993,358,10599,359,7019,23411,9076,114548,728441,6522,2938,4988,2944,123264,54658,54657,54659,26503,23436,63894,406935,3480,3479,407,6555,6554,406940,10134,929,1958,8615,147372,4017,26033,947,6580,6581,84916,92086,3000,10165,55226,5563,5562,3516,6590,5573,23493,8647,5578,5579,406991,1490,7124,1493,470,5594,5595,1499,10206,5599,3552,3553,3558,2539,3565,3569,9970,2034,7157,1525,2551,23541,3579,9213,4094,642559"	
Literature	Cholesteatoma	DisGeNET	"4609,1,2064,1041,2066,2069,24,6696,6700,23601,10804,64581,100526664,3146,11343,5716,55894,6749,10850,5228,5743,9333,6774,414325,6776,6777,64127,3713,3716,5764,6278,648,1673,1672,650,652,654,2706,10392,50856,5290,5291,5293,5294,10927,9402,4287,2247,2252,207,55503,162514,83667,4313,4830,4318,10462,4842,4843,107075310,387837,5894,4360,3860,7448,93978,3868,7965,1822,2335,285,3880,25897,1839,820,834,836,85320,841,1365,3934,22882,355,10598,9076,406900,374,1398,7035,7039,1432,412,1950,4513,338339,1956,7076,406950,4015,29108,100289462,7097,7099,6590,406986,574411,59341,406991,26578,7124,26073,5594,5595,1499,153562,3552,4065,3553,1509,8678,1512,1513,1514,170482,7157,5111,3576"	
Literature	Chondrosarcoma	DisGeNET	"2048,4103,2064,100124696,100124700,4133,2099,4148,2103,60,2119,2130,2131,2132,2133,115482713,6236,92,10333,4193,2146,101,10342,6271,10376,4233,4236,51341,142,6285,10381,10413,176,4281,4282,57534,191,4288,197,4297,207,6352,2260,2261,6356,2263,768216,4313,4314,4312,4316,4318,4321,4322,4323,6383,6387,259,10499,6425,284,285,2335,28960,6440,8496,57650,308,326,331,26959,246100,6496,353,354,10598,10603,51564,51573,374,10630,10631,8600,4507,22943,6559,4513,2475,4524,8626,80312,6598,29126,8678,23028,100532731,80380,80381,4609,6659,6662,442895,8737,545,8743,6696,8751,4656,27185,23089,6714,92737,595,596,8792,23135,64100,23143,2668,2670,627,6774,8838,648,650,654,655,659,2719,2720,4773,8877,2735,2736,2744,170690,722,127700,10970,738,10979,8932,6901,4856,770,6926,389903,23314,6932,92949,4893,158511,11061,9021,836,840,6992,7001,727897,860,864,7015,23411,885,890,7035,7040,7042,7043,9113,923,7076,7077,23462,7078,93100,121775,23476,9141,9140,7096,11197,5054,54205,960,7108,968,7114,574412,7124,693209,993,574452,574453,7158,7157,574456,7161,1017,1019,3067,1026,1028,1029,574470,1030,3082,574474,5133,574480,1040,3091,23583,5154,5159,574512,23600,3141,3146,1111,3169,1123,400500,5243,81031,9368,9370,1182,1191,5290,5291,5293,5294,7351,7352,9402,3276,5328,1234,1236,5347,9445,7403,7405,7412,79092,3320,1278,7422,1280,7424,7428,1287,3339,1302,1311,9507,9508,9509,25897,3371,79148,3383,9531,3417,3418,5468,3428,406892,9582,1398,406903,9618,3479,1432,406937,56729,3486,406952,406962,1462,406967,1464,5562,5563,5564,406982,406987,1485,406989,406991,1490,26073,5594,5595,1499,3552,3553,407011,85476,1513,407019,407024,3569,407025,5621,407029,407030,3576,5628,9727,3586,3589,407053,56848,83478,3642,3663,1616,5727,5728,54880,1634,5731,5741,5743,5744,5745,153222,3726,56996,7852,81606,83667,81631,9957,7909,3815,107075310,79602,5894,7942,151306,1814,5916,7965,10013,5925,7991,94025,10058,8013,8034,3939,10085,3952,1906,6037,51094,10135,1946,8091,10140,8092,1956,8100,51152,8148,102723547,2022,6121,2034,4086,2041"	
Literature	Chordoma	DisGeNET	"407040,2048,255488,6657,4609,1029,6662,1019,3091,27164,51742,5156,619556,5159,2099,3642,2108,10818,2114,4683,7248,6736,7249,8788,55384,8795,604,5728,2146,4194,100,9319,3177,1130,2670,23158,6774,5241,5243,6779,10879,3206,4233,142,81559,4255,673,675,2214,2215,5290,5291,5293,5294,2735,176,3248,8880,4803,2247,6862,207,3791,2260,214,2272,3815,6899,6387,3845,4363,3856,2321,6929,1302,4904,3880,4914,1855,5962,842,79187,4437,3417,873,367,2932,51573,406902,8570,3965,406910,7039,7040,84868,10630,3976,83856,5524,406932,11156,3479,27036,406940,11168,10657,406947,1956,693159,2475,952,406968,1464,1977,6591,4544,11200,29126,6598,100302280,693193,7124,5594,7133,407007,4582,3560,1513,1523,3059,4088,407035,80381"	
Literature	Choriocarcinoma	DisGeNET	"2048,2064,2065,2066,28,4124,2086,4137,79923,2099,6197,378938,115482683,2114,4170,55384,115482713,84061,30816,4193,4194,100,2149,2157,6256,53369,2170,133,4233,6282,4236,51341,4248,6304,4261,174,2230,183,182,196,2247,2249,6347,2252,2253,207,2260,2263,4313,4318,10468,6382,6387,6391,248,250,251,2303,8448,57599,8454,4360,4363,2321,6418,51478,6423,80150,10518,6426,10531,389421,308,28985,324,326,329,8521,330,331,4437,353,55662,6515,374,6520,6528,10630,10642,6566,8626,6581,6583,6584,10682,6590,57794,8644,29124,57798,29126,84432,2516,470,4580,4582,27113,283120,80381,6657,4609,10763,84515,2597,6696,442920,84525,645682,567,596,219736,10848,10850,2660,10855,10857,27250,64115,627,6774,23158,6776,6777,634,2688,2689,10882,8837,8841,650,2702,27284,84634,27295,673,678,64167,23210,8878,4783,10930,8884,706,6857,10959,10963,27349,27352,10970,4830,10979,741,2798,2825,793,8988,796,11040,2852,811,836,23368,841,842,843,847,857,7003,7012,7015,9068,4973,7020,84848,7026,891,894,7039,7040,101669764,84870,912,9114,928,9122,2978,7076,7077,7078,9123,91056,947,5047,54205,5055,960,961,5058,5062,574411,7124,7132,56287,1009,574453,7157,7159,1027,1028,1029,3082,11282,3091,3090,1057,5154,3107,205860,199713,3105,5159,5169,11320,1081,1082,1080,5178,3133,3135,11331,3141,3161,1114,3162,191585,5228,7276,5243,100506757,58515,9373,1192,5290,5291,5293,5294,64689,3251,54453,345275,5308,1215,5315,1230,1234,3283,9429,3291,3292,3308,3309,7405,7408,3315,3316,29947,7421,9469,25855,7422,9474,7430,3342,3356,3360,29997,3375,79154,5460,5468,3437,3439,1392,3440,3447,3456,3458,415116,406933,3479,3481,56729,1435,1436,1437,1440,1442,1443,1453,26033,1462,406978,406987,406991,406993,1493,5594,5595,1499,93659,3553,3554,3565,3569,3576,642559,407040,3589,1545,3596,1555,5654,140828,3623,1583,1588,3641,728638,1601,56910,9820,81502,5728,65125,9832,3688,9839,5764,26259,50855,7849,7852,57007,1719,7874,196294,1738,3791,1747,1748,9962,3821,1773,1786,3856,5918,5921,3875,3880,7980,7984,28471,8000,10058,8013,57167,55122,5970,3927,3934,5982,3949,79727,3952,1906,1907,3956,1909,1910,57209,374654,3976,3977,10121,10139,1950,94115,1956,6060,4012,83890,55226,4035,8140,4051,10203,8161,2022,4070,4072,6121,2028,2034,4082,4088,8190"	
Literature	Chronic active hepatitis	DisGeNET	"1029,3077,3082,12,2064,1555,1557,3606,1565,31,3105,3106,139818,4139,1583,1584,1586,5171,3123,1589,1590,2099,1588,474168,9790,4158,11331,6736,4193,6770,6772,6261,2688,7296,643,5265,9370,6822,4264,55997,190,1737,721,4306,3284,1755,3291,3293,7389,2272,4322,3821,1778,4854,6906,9469,2821,3845,54535,268,8988,8991,129831,3371,2875,6462,5443,2886,5447,1356,5972,7514,2908,79718,3439,1392,3952,367,3440,3447,6014,3456,94081,84868,3481,84896,6060,8630,5047,7124,3553,3557,7146,5610,7148,7157,5111,11258,11261"	
Literature	Chronic graft-versus-host disease	DisGeNET	"3586,2,10244,54790,11270,3082,23569,9235,374291,3605,5141,442900,94233,25,28,3614,31,6687,2081,3106,3107,5156,6693,3105,8743,6696,23586,3627,3115,3119,5175,3133,9790,4162,4170,115482699,4684,10314,6737,5713,51284,339541,597,3669,604,3682,3684,613,2149,3687,112744,10855,10859,2669,9332,6774,7295,64127,3716,6279,57486,142,5265,5266,115352,9370,29851,158,283297,675,1191,3240,5290,5291,5293,5806,2735,5294,2736,183,695,185,186,4283,59067,6850,10950,6343,1737,54474,1230,6352,1234,1235,1236,6359,727,10969,4314,1241,728,6367,3808,3811,3303,3304,3305,7403,3821,3822,3824,149233,9970,4853,6905,7422,50943,6401,6402,9475,4869,1803,4882,2322,5396,83734,1822,288,290,100507436,2355,653108,3383,5950,6462,10561,7494,7495,846,3921,337,857,54106,3934,5473,1890,1380,871,3434,7018,11116,3437,3439,6515,23411,6517,3958,3447,1399,7033,3959,4988,7040,4481,3458,22914,84868,7046,907,909,7056,912,407,1432,1435,1437,100528032,1441,1440,930,931,406947,114086,407975,406952,933,939,940,942,943,10673,8626,947,1462,50616,4025,952,7097,80316,55745,5573,29126,5068,406991,27087,4049,4050,6608,406996,1493,112935892,4055,7124,83417,5594,9181,10206,4063,3552,8673,3554,8163,3553,5601,3558,3559,8678,83942,23526,3557,3565,8174,3567,3569,7157,1525,3575,5624,55801,3578,3574"	
Literature	Chronic heart failure	DisGeNET	"146433,3589,9734,2056,407050,23564,3084,2064,3605,23576,28,1565,8737,664616,27178,9771,4656,1585,79924,567,5179,101054525,11326,401472,581,56902,84549,3667,3156,65108,596,89,1113,3162,5725,6754,100,1636,100038246,100126311,3176,6761,2660,1131,4204,6262,100126328,23164,1666,64644,133,134,135,136,2697,5624,10891,197259,6285,148,151,153,154,9370,156,6302,1191,6648,3753,27303,682,7852,680,4780,57007,10928,4790,183,54456,185,6336,706,84675,84676,197,4810,6347,4306,213,4311,4313,7386,4827,4318,4832,2277,3304,1769,4843,4846,90865,79602,3315,3316,6387,80119,7421,7422,9994,1803,270,4879,57104,4882,146198,2840,7450,11035,8988,5919,799,5409,6439,811,9518,9519,2866,5443,5444,1351,94025,7498,846,335,5970,79187,5972,5465,3934,283489,7014,359,8048,3953,1906,23411,1395,282996,145270,3958,1909,1401,6010,3959,4988,6524,1910,200575,7040,406913,54658,6530,3458,22915,64902,6535,59272,406921,8074,1420,406928,3984,83856,339345,10128,406934,3479,406936,406942,11167,929,406947,51621,10663,117159,7079,54187,4015,4018,947,80316,1471,22978,406980,406988,406992,6609,9170,6098,7124,472,57817,1499,407004,5599,123872,23524,4583,1513,51177,407018,407020,9197,3569,27122,3572,7157,407029,2551,4088,9722,3067"	
Literature	Chronic myeloproliferative disorder	DisGeNET	"2048,51206,2056,2057,79885,13,2064,19,25,387119,653361,6197,4162,2120,115482696,2122,2125,10320,90,6238,4193,2146,2147,2153,4211,117,6275,6279,6280,2185,6283,2187,142,4254,177,10419,2235,6343,4297,6348,207,2260,51428,238,8431,240,6387,246,4352,4353,2313,2314,2322,6427,10524,2335,290,10534,8506,51514,6468,328,355,356,10598,282991,367,383,4485,51592,29072,22943,2475,10671,8624,80312,4547,8643,29126,8651,27086,8660,57817,2522,2523,2526,27122,4597,6646,6647,6648,4602,4609,10763,10767,4625,6678,27163,55869,2623,2624,2625,92737,6722,574034,596,613,8809,617,2672,627,6774,23158,6776,6777,8835,6789,6790,664,4763,6817,4778,2735,2744,6850,27352,10980,4842,10987,4843,4846,90865,494324,4869,4886,4889,793,796,4893,811,4914,11064,2876,9021,4926,4928,836,2903,4953,9052,861,862,864,7010,867,868,7015,11116,4982,7037,2944,7040,7045,2952,5008,11155,7066,23451,7068,945,947,5048,7099,5054,3014,969,7124,23509,23512,23532,5108,7157,5111,9212,1021,3077,7173,5130,5133,171023,3091,9242,1050,1056,5156,1062,5159,644165,5209,1116,1118,353376,5243,7297,1154,3205,3206,1161,5277,5290,5291,5292,5293,5294,3251,9400,9402,5327,3308,7408,3313,7409,9466,7421,7422,7431,1302,64800,25891,1316,64805,25897,25901,9518,3394,7490,54596,3417,3418,5468,3423,106480993,3429,1387,7531,3439,3440,1398,3447,406924,9619,406935,1432,3481,1436,1437,26013,1440,1441,1442,1443,3492,406947,5542,26040,406986,26073,5594,5595,1499,3553,3559,5609,3562,407020,407021,26097,3569,3576,407041,3586,9734,54790,9738,26127,3627,3635,5688,130617,3654,7750,5715,3667,3669,3674,386653,102606463,3716,3717,3720,3726,5777,5781,5788,7852,5806,81608,1763,3815,200424,5879,1788,5888,100310785,3845,89874,5914,5915,7965,10013,1822,5917,5921,10019,57126,1844,28481,51014,5979,221037,79727,3956,3958,440193,26499,3981,100302736,100302740,8091,1956,10148,1958,8100,83886,4015,161742,4059,4067,2033,282617,51199"	
Literature	Chronic progressive external ophthalmoplegia	DisGeNET	"3842,7299,79109,9997,2705,4885,6687,4513,291,4519,7084,57132,57521,26291,5428,50484,1716,10939,708,4550,56652,4556,24148,4565,4569,11232,1890,107075310,5743,4976,7156,201973,6648"	
Literature	Chronic schizophrenia	DisGeNET	"5640,1544,6667,3084,6925,6671,10644,1814,3606,3356,81565,3358,1312,801,93986,805,808,23209,427,2736,57142,80312,7099,100379198,5443,5063,79823,7124,1621,64087,3416,79068,10718,3553,1636,3557,1896,3561,4842,2539,3952,3569,10611,627,889,1786"	
Literature	"Cicatrix, Hypertrophic"	DisGeNET	"7170,1026,3586,1540,1033,8717,407054,3600,574480,3091,3605,9242,51738,619554,3627,7222,284217,60,101054525,4157,724033,3576,3146,84557,595,596,54361,3678,5728,4194,1634,9315,101927525,2661,2149,3688,2150,3689,3692,9839,5743,5747,5764,6279,9351,81034,6283,655,3219,8856,154,155,2203,9377,56996,5290,5291,7852,5293,5294,51380,183,185,186,2247,207,5328,2258,6357,145624,4313,10970,4312,79581,4318,4321,4322,4327,6376,7405,107075310,4846,6898,6387,1277,7422,1281,7431,60681,5897,4363,780,2833,3858,3861,6423,6935,55065,796,2335,8487,56616,308,5443,836,1351,4437,51547,1371,5468,3439,1906,23411,406902,3447,383,7040,7041,3458,22915,84867,7043,7046,10631,7048,406919,7045,80781,909,406928,5008,7060,406935,3479,406937,693149,1950,3486,4513,406947,7076,7077,406957,4015,406961,8626,406964,23476,406967,5054,406984,406988,6606,406991,6607,9169,1490,7124,4053,2006,4054,472,7130,2011,4060,3036,407004,407007,102465503,3553,8678,6121,3565,9197,407021,3569,574452,7157,574453,4087,4088,4089,407035,4092"	
Literature	Classical Hodgkin's Lymphoma	DisGeNET	"2048,1536,1026,3586,1540,1029,4609,6616,7124,407050,3082,3596,79885,5133,10255,3600,8720,442898,7187,4118,27161,9242,442907,1052,23583,4128,3105,23586,57379,3107,65059,51750,442915,51752,442917,3115,9260,10800,653361,3122,3123,10801,567,9271,8764,2108,724030,3135,2624,29760,5698,2625,3654,9804,3662,3663,9294,596,53335,115482713,602,604,9308,6750,608,4193,2146,9314,9825,6757,2669,5743,4207,54386,50802,9332,6772,23158,3702,257144,6777,6778,5243,6774,6776,7295,639,1666,3717,8837,4233,5770,3725,3726,3727,2706,5788,6813,6304,2208,56996,4261,23205,5290,5291,5292,4267,5294,5293,4277,4790,4792,5816,9402,4283,6850,54474,91851,27342,6352,57556,55509,4821,4311,6361,10970,6367,2272,3811,2788,100271849,25836,64236,200942,107075310,238,6382,7405,3315,4851,3316,10999,3320,100526842,5371,7422,50943,768,2308,2309,147719,1803,783,5906,51477,22809,8988,727837,1822,6430,3361,10020,6949,129831,9519,2353,2354,3385,9020,9021,3902,1857,836,3398,143689,5452,5966,338,5971,9046,1879,22872,345,7514,3932,6493,355,7014,1901,3949,53616,23411,3956,2932,375,4481,898,54658,406916,3458,4486,23429,406914,8073,51083,397,407033,55183,3990,3479,3480,406938,1436,4000,4513,9122,7075,3492,55717,929,930,931,9123,406947,7078,149420,942,943,944,8626,6582,4023,3512,9656,952,9146,80316,3002,958,8631,959,961,965,29126,406982,968,84939,8651,1997,974,3535,463,4049,406991,1490,973,1493,467,5079,472,84441,7128,1499,3035,5594,2526,6622,6624,57822,4582,3558,51176,6121,3563,3565,9709,3569,7157,6646,5111,6648,3065,6139,80380,407037"	
Literature	Clear Cell Sarcoma of Soft Tissue	DisGeNET	"7299,1029,7431,4360,4233,2315,2956,6285,2065,81559,3481,26,923,4893,1440,673,1956,5159,5034,4267,388015,1839,2353,404663,4286,4292,4683,23373,5328,977,2130,466,1874,4436,2521,6750,54880,3815,1385,1387,2668,1390,23152,3569,1649,9973,7030,6271"	
Literature	Clear-cell metastatic renal cell carcinoma	DisGeNET	"407040,23553,6657,51203,9733,1029,2056,6666,23051,5133,3598,1039,2064,2065,5650,2066,3091,5653,6678,442902,146456,51741,5156,3620,38,551,353322,554,23598,47,2101,9271,2104,3643,2625,1605,115482696,81,5715,595,596,79960,3161,1116,119391,353376,5728,8291,3172,57447,55920,5744,9332,2678,6774,4217,634,123,30844,5243,3709,8314,7291,6271,51330,5250,4233,6794,3732,728215,9370,8862,728226,7849,5291,7852,57007,6319,187,5315,196,207,1235,3795,8405,213,4311,4313,1244,4318,2271,2272,226,10979,738,4837,9446,3815,3816,29923,79594,7403,729838,238,6387,7412,6390,6391,494327,110806265,9978,7421,3838,2303,768,7422,50943,7428,6917,8453,7431,6921,1804,3855,6928,64787,2324,653590,6935,6422,285,2335,290,10534,3880,158506,2346,7468,4907,302,9002,3376,1326,57650,7476,112950,11063,28987,51014,56647,143689,50507,334,5967,140628,1366,10076,8029,57181,7010,22882,3429,7015,133482,7020,3949,9582,367,9585,23410,7030,406903,1401,728441,406906,57212,7039,2944,79745,7040,22915,6531,406913,406918,7045,406920,51592,100505994,908,397,29072,100302736,9104,406931,406933,8600,56729,55193,406937,3486,11167,27040,55715,373156,27044,406948,7076,406947,5546,2475,940,4015,406960,1969,11186,79794,947,112577459,378805,10671,8633,5054,960,6594,406978,29126,1993,406986,970,201163,5581,8140,406991,406992,5071,1493,348120,5595,1499,407006,693214,407009,10211,112694756,11236,3558,4072,55272,11244,693231,407024,407025,3569,1523,2034,574453,6648,23037"	
