,ptm,iptm,Model,Pair_str,model_conf,Background
1,0.5,0.2,1,124401_93100,0.26,No edges random
1,0.46,0.21,1,10036_23274,0.26,No edges random
3,0.34,0.24,3,10036_23564,0.26,No edges random
2,0.5,0.2,2,376267_90864,0.26,No edges random
2,0.5,0.2,2,2783_151393,0.26,No edges random
1,0.37,0.23,1,1808_283149,0.258,No edges random
1,0.37,0.23,1,2968_58513,0.258,No edges random
1,0.29,0.25,1,149603_57120,0.258,No edges random
1,0.53,0.19,1,56267_27429,0.258,No edges random
4,0.41,0.22,4,160_66008,0.258,No edges random
2,0.53,0.19,2,23274_7881,0.258,No edges random
0,0.73,0.14,0,93100_84317,0.258,No edges random
3,0.37,0.23,3,83699_2073,0.258,No edges random
2,0.41,0.22,2,10788_6385,0.258,No edges random
4,0.41,0.22,4,55112_64121,0.258,No edges random
4,0.65,0.16,4,1514_28972,0.258,No edges random
2,0.57,0.18,2,59345_6738,0.258,No edges random
4,0.49,0.2,4,23564_573,0.258,No edges random
3,0.28,0.25,3,54765_8548,0.256,No edges random
2,0.44,0.21,2,79830_6617,0.256,No edges random
3,0.44,0.21,3,79781_11099,0.256,No edges random
3,0.56,0.18,3,4353_112574,0.256,No edges random
1,0.24,0.26,1,80223_7584,0.256,No edges random
0,0.52,0.19,0,23196_26063,0.256,No edges random
2,0.4,0.22,2,889_89848,0.256,No edges random
0,0.52,0.19,0,5414_23274,0.256,No edges random
0,0.59,0.17,0,653333_967,0.254,No edges random
3,0.43,0.21,3,889_388115,0.254,No edges random
4,0.47,0.2,4,8436_1022,0.254,No edges random
0,0.35,0.23,0,118_2073,0.254,No edges random
2,0.39,0.22,2,8436_81,0.254,No edges random
4,0.47,0.2,4,11329_115207,0.254,No edges random
3,0.47,0.2,3,54331_112574,0.254,No edges random
0,0.51,0.19,0,10362_727936,0.254,No edges random
1,0.51,0.19,1,55140_29015,0.254,No edges random
3,0.43,0.21,3,5634_5871,0.254,No edges random
2,0.63,0.16,2,2180_254552,0.254,No edges random
0,0.27,0.25,0,55904_81628,0.254,No edges random
0,0.39,0.22,0,124401_79954,0.254,No edges random
4,0.59,0.17,4,1808_55311,0.254,No edges random
4,0.43,0.21,4,10241_55975,0.254,No edges random
3,0.59,0.17,3,54994_26063,0.254,No edges random
0,0.43,0.21,0,8161_2783,0.254,No edges random
4,0.47,0.2,4,5504_2618,0.254,No edges random
1,0.43,0.21,1,7746_7374,0.254,No edges random
3,0.55,0.18,3,6877_54785,0.254,No edges random
0,0.39,0.22,0,1540_147339,0.254,No edges random
2,0.46,0.2,2,2314_26063,0.25200000000000006,No edges random
0,0.38,0.22,0,11099_5073,0.252,No edges random
3,0.54,0.18,3,79781_2968,0.252,No edges random
1,0.38,0.22,1,55011_57132,0.252,No edges random
2,0.5,0.19,2,2239_10212,0.252,No edges random
3,0.34,0.23,3,6275_26507,0.252,No edges random
1,0.34,0.23,1,23136_23580,0.252,No edges random
0,0.26,0.25,0,10902_66008,0.252,No edges random
0,0.3,0.24,0,10087_55809,0.252,No edges random
0,0.54,0.18,0,10799_9885,0.252,No edges random
2,0.5,0.19,2,162_64426,0.252,No edges random
0,0.54,0.18,0,5634_84067,0.252,No edges random
3,0.45,0.2,3,26093_153129,0.25000000000000006,No edges random
0,0.45,0.2,0,3925_11044,0.25000000000000006,No edges random
4,0.45,0.2,4,55140_11004,0.25000000000000006,No edges random
2,0.45,0.2,2,64146_79172,0.25000000000000006,No edges random
1,0.53,0.18,1,2071_84058,0.25,No edges random
1,0.61,0.16,1,54438_55166,0.25,No edges random
2,0.33,0.23,2,2073_55975,0.25,No edges random
0,0.33,0.23,0,7917_5423,0.25,No edges random
3,0.29,0.24,3,5937_147339,0.25,No edges random
0,0.41,0.21,0,55112_4010,0.25,No edges random
2,0.53,0.18,2,8767_150737,0.25,No edges random
4,0.37,0.22,4,64795_1993,0.25,No edges random
0,0.49,0.19,0,2968_653333,0.25,No edges random
2,0.37,0.22,2,79983_23788,0.25,No edges random
2,0.49,0.19,2,11329_9014,0.25,No edges random
3,0.65,0.15,3,151963_11165,0.25,No edges random
3,0.29,0.24,3,9586_321,0.25,No edges random
2,0.49,0.19,2,51668_84317,0.25,No edges random
0,0.44,0.2,0,30832_3720,0.24800000000000005,No edges random
2,0.44,0.2,2,54521_123355,0.24800000000000005,No edges random
1,0.48,0.19,1,55964_80325,0.24800000000000003,No edges random
3,0.4,0.21,3,10788_54556,0.24800000000000003,No edges random
2,0.48,0.19,2,8664_9885,0.24800000000000003,No edges random
2,0.48,0.19,2,11158_23326,0.24800000000000003,No edges random
1,0.4,0.21,1,93100_5927,0.24800000000000003,No edges random
0,0.4,0.21,0,57805_9603,0.24800000000000003,No edges random
0,0.32,0.23,0,25959_84895,0.24800000000000003,No edges random
1,0.4,0.21,1,54926_9252,0.24800000000000003,No edges random
2,0.48,0.19,2,8798_5859,0.24800000000000003,No edges random
1,0.4,0.21,1,7189_26084,0.24800000000000003,No edges random
3,0.52,0.18,3,1663_64689,0.248,No edges random
1,0.36,0.22,1,54443_8548,0.248,No edges random
3,0.28,0.24,3,960_79047,0.248,No edges random
1,0.43,0.2,1,80152_84058,0.24600000000000005,No edges random
1,0.55,0.17,1,23545_5631,0.24600000000000002,No edges random
0,0.47,0.19,0,2239_84838,0.24600000000000002,No edges random
0,0.39,0.21,0,10788_51566,0.24600000000000002,No edges random
3,0.47,0.19,3,26512_8061,0.24600000000000002,No edges random
3,0.35,0.22,3,51367_8218,0.246,No edges random
3,0.63,0.15,3,5634_6383,0.246,No edges random
0,0.51,0.18,0,642_79780,0.246,No edges random
0,0.51,0.18,0,4010_5073,0.246,No edges random
4,0.42,0.2,4,11329_80152,0.24400000000000005,No edges random
0,0.42,0.2,0,11004_7881,0.24400000000000005,No edges random
3,0.34,0.22,3,1917_5097,0.24400000000000002,No edges random
0,0.66,0.14,0,27297_221823,0.24400000000000002,No edges random
1,0.38,0.21,1,5509_120,0.24400000000000002,No edges random
0,0.5,0.18,0,6738_55135,0.244,No edges random
3,0.7,0.13,3,7323_10171,0.244,No edges random
4,0.5,0.18,4,200081_80179,0.244,No edges random
4,0.45,0.19,4,5573_6242,0.24200000000000005,No edges random
2,0.41,0.2,2,1211_55719,0.24200000000000005,No edges random
2,0.45,0.19,2,64093_6645,0.24200000000000005,No edges random
1,0.41,0.2,1,10552_80254,0.24200000000000005,No edges random
0,0.53,0.17,0,23564_7881,0.24200000000000002,No edges random
4,0.53,0.17,4,57665_23016,0.24200000000000002,No edges random
0,0.53,0.17,0,1116_7881,0.24200000000000002,No edges random
3,0.29,0.23,3,7189_7216,0.24200000000000002,No edges random
1,0.37,0.21,1,57120_5097,0.242,No edges random
1,0.49,0.18,1,64359_653333,0.242,No edges random
3,0.25,0.24,3,80223_221504,0.242,No edges random
0,0.57,0.16,0,93100_27429,0.242,No edges random
4,0.49,0.18,4,55188_387032,0.242,No edges random
2,0.37,0.21,2,6617_84895,0.242,No edges random
2,0.49,0.18,2,80011_6242,0.242,No edges random
3,0.4,0.2,3,79830_29015,0.24000000000000005,No edges random
1,0.44,0.19,1,9546_64359,0.24000000000000005,No edges random
1,0.44,0.19,1,54468_114781,0.24000000000000005,No edges random
4,0.4,0.2,4,54069_9252,0.24000000000000005,No edges random
3,0.4,0.2,3,5414_55975,0.24000000000000005,No edges random
4,0.4,0.2,4,54331_83930,0.24000000000000005,No edges random
0,0.32,0.22,0,23136_56134,0.24000000000000002,No edges random
0,0.32,0.22,0,5631_55809,0.24000000000000002,No edges random
1,0.32,0.22,1,23326_7216,0.24000000000000002,No edges random
0,0.6,0.15,0,5870_100505876,0.24,No edges random
0,0.24,0.24,0,163071_55004,0.24,No edges random
3,0.48,0.18,3,63898_79758,0.24,No edges random
3,0.48,0.18,3,26505_6738,0.24,No edges random
1,0.39,0.2,1,55357_51704,0.23800000000000004,No edges random
0,0.39,0.2,0,10916_23764,0.23800000000000004,No edges random
1,0.43,0.19,1,1386_727936,0.23800000000000004,No edges random
4,0.39,0.2,4,163071_64403,0.23800000000000004,No edges random
3,0.43,0.19,3,27102_80143,0.23800000000000004,No edges random
3,0.39,0.2,3,114882_84959,0.23800000000000004,No edges random
2,0.43,0.19,2,199692_23564,0.23800000000000004,No edges random
3,0.31,0.22,3,57226_83540,0.23800000000000002,No edges random
3,0.51,0.17,3,5859_64320,0.23800000000000002,No edges random
4,0.31,0.22,4,7323_1112,0.23800000000000002,No edges random
4,0.35,0.21,4,64689_1993,0.238,No edges random
2,0.35,0.21,2,27102_64651,0.238,No edges random
4,0.47,0.18,4,65982_123355,0.238,No edges random
3,0.47,0.18,3,245972_27429,0.238,No edges random
0,0.26,0.23,0,28981_7536,0.23600000000000004,No edges random
0,0.26,0.23,0,54762_64793,0.23600000000000004,No edges random
2,0.38,0.2,2,54521_7871,0.23600000000000004,No edges random
1,0.42,0.19,1,51290_112939,0.23600000000000004,No edges random
0,0.38,0.2,0,221823_23309,0.23600000000000004,No edges random
4,0.54,0.16,4,945_2639,0.23600000000000002,No edges random
3,0.62,0.14,3,404636_27335,0.23600000000000002,No edges random
1,0.34,0.21,1,3298_26507,0.23600000000000002,No edges random
0,0.34,0.21,0,79980_26507,0.23600000000000002,No edges random
3,0.5,0.17,3,10570_50617,0.23600000000000002,No edges random
0,0.3,0.22,0,7554_7216,0.23600000000000002,No edges random
1,0.58,0.15,1,79047_29015,0.236,No edges random
3,0.46,0.18,3,10901_340371,0.236,No edges random
0,0.46,0.18,0,55341_120534,0.236,No edges random
1,0.25,0.23,1,163071_80223,0.23400000000000004,No edges random
3,0.37,0.2,3,10468_112574,0.23400000000000004,No edges random
0,0.37,0.2,0,64359_9252,0.23400000000000004,No edges random
2,0.65,0.13,2,6738_83608,0.234,No edges random
4,0.29,0.22,4,80301_6871,0.234,No edges random
4,0.49,0.17,4,131076_9140,0.234,No edges random
1,0.65,0.13,1,754_26118,0.234,No edges random
4,0.49,0.17,4,11102_55245,0.234,No edges random
1,0.45,0.18,1,79781_81,0.23399999999999999,No edges random
2,0.57,0.15,2,573_93973,0.23399999999999999,No edges random
0,0.28,0.22,0,64426_11215,0.23200000000000004,No edges random
4,0.4,0.19,4,1902_10691,0.23200000000000004,No edges random
2,0.4,0.19,2,10243_79871,0.23200000000000004,No edges random
3,0.28,0.22,3,2965_321,0.23200000000000004,No edges random
3,0.36,0.2,3,55341_151050,0.23200000000000004,No edges random
3,0.36,0.2,3,26063_2778,0.23200000000000004,No edges random
1,0.4,0.19,1,11004_23143,0.23200000000000004,No edges random
1,0.48,0.17,1,54468_26499,0.232,No edges random
2,0.32,0.21,2,29066_80824,0.232,No edges random
2,0.32,0.21,2,163071_527,0.232,No edges random
4,0.39,0.19,4,80145_5097,0.23000000000000004,No edges random
0,0.35,0.2,0,55339_93426,0.23000000000000004,No edges random
0,0.35,0.2,0,57111_26205,0.23000000000000004,No edges random
3,0.27,0.22,3,54069_80824,0.23000000000000004,No edges random
1,0.35,0.2,1,113130_23149,0.23000000000000004,No edges random
4,0.55,0.15,4,10570_7746,0.23,No edges random
3,0.47,0.17,3,7050_5170,0.23,No edges random
4,0.55,0.15,4,54468_57405,0.23,No edges random
3,0.59,0.14,3,54926_2783,0.23,No edges random
4,0.31,0.21,4,9411_23059,0.23,No edges random
1,0.55,0.15,1,5937_114781,0.23,No edges random
3,0.43,0.18,3,55964_945,0.22999999999999998,No edges random
3,0.38,0.19,3,23059_84959,0.22800000000000004,No edges random
4,0.38,0.19,4,8844_23597,0.22800000000000004,No edges random
3,0.26,0.22,3,83987_83608,0.22800000000000004,No edges random
0,0.22,0.23,0,10036_3397,0.22800000000000004,No edges random
4,0.34,0.2,4,6878_2778,0.22800000000000004,No edges random
0,0.58,0.14,0,8624_2639,0.228,No edges random
3,0.58,0.14,3,56267_56986,0.228,No edges random
0,0.3,0.21,0,124401_93426,0.228,No edges random
1,0.42,0.18,1,10569_11004,0.22799999999999998,No edges random
4,0.33,0.2,4,56970_9741,0.22600000000000003,No edges random
1,0.37,0.19,1,118_27296,0.22600000000000003,No edges random
3,0.45,0.17,3,5137_7374,0.22600000000000003,No edges random
3,0.37,0.19,3,200081_55719,0.22600000000000003,No edges random
3,0.25,0.22,3,9603_54785,0.22600000000000003,No edges random
4,0.37,0.19,4,63898_8986,0.22600000000000003,No edges random
0,0.29,0.21,0,10241_27309,0.226,No edges random
3,0.57,0.14,3,55813_529,0.226,No edges random
4,0.29,0.21,4,10569_54762,0.226,No edges random
3,0.49,0.16,3,2239_6871,0.226,No edges random
4,0.41,0.18,4,114882_2794,0.22599999999999998,No edges random
3,0.41,0.18,3,26084_6871,0.22599999999999998,No edges random
0,0.41,0.18,0,342538_84895,0.22599999999999998,No edges random
4,0.41,0.18,4,27102_55135,0.22599999999999998,No edges random
0,0.28,0.21,0,6879_5629,0.22400000000000003,No edges random
3,0.36,0.19,3,93624_56134,0.22400000000000003,No edges random
0,0.56,0.14,0,3712_5423,0.22400000000000003,No edges random
2,0.36,0.19,2,57146_2319,0.22400000000000003,No edges random
2,0.36,0.19,2,57695_80254,0.22400000000000003,No edges random
1,0.24,0.22,1,329_84838,0.22400000000000003,No edges random
3,0.52,0.15,3,57665_84058,0.224,No edges random
3,0.52,0.15,3,55752_3397,0.224,No edges random
3,0.52,0.15,3,51148_25920,0.224,No edges random
2,0.48,0.16,2,89978_79172,0.224,No edges random
4,0.4,0.18,4,55663_27429,0.224,No edges random
3,0.27,0.21,3,28981_6835,0.22200000000000003,No edges random
3,0.23,0.22,3,10036_58513,0.22200000000000003,No edges random
4,0.31,0.2,4,26122_29066,0.22200000000000003,No edges random
2,0.19,0.23,2,5121_9819,0.22200000000000003,No edges random
2,0.27,0.21,2,10691_80824,0.22200000000000003,No edges random
2,0.27,0.21,2,66008_321,0.22200000000000003,No edges random
0,0.23,0.22,0,83930_66008,0.22200000000000003,No edges random
0,0.39,0.18,0,9869_945,0.222,No edges random
0,0.51,0.15,0,7323_2967,0.222,No edges random
3,0.34,0.19,3,2969_64403,0.22000000000000003,No edges random
2,0.46,0.16,2,7554_56267,0.22000000000000003,No edges random
4,0.26,0.21,4,64146_26058,0.22000000000000003,No edges random
4,0.42,0.17,4,945_51377,0.22000000000000003,No edges random
4,0.3,0.2,4,6385_7216,0.22000000000000003,No edges random
1,0.3,0.2,1,23143_28981,0.22000000000000003,No edges random
4,0.26,0.21,4,23528_573,0.22000000000000003,No edges random
0,0.34,0.19,0,10094_83987,0.22000000000000003,No edges random
3,0.34,0.19,3,5423_8218,0.22000000000000003,No edges random
4,0.38,0.18,4,8798_9252,0.22,No edges random
2,0.38,0.18,2,6683_246243,0.22,No edges random
4,0.38,0.18,4,56134_23059,0.22,No edges random
2,0.33,0.19,2,6878_79983,0.21800000000000003,No edges random
3,0.33,0.19,3,26507_27429,0.21800000000000003,No edges random
3,0.45,0.16,3,10243_93426,0.21800000000000003,No edges random
1,0.53,0.14,1,56970_245972,0.21800000000000003,No edges random
2,0.29,0.2,2,26574_7871,0.21800000000000003,No edges random
4,0.49,0.15,4,51163_81577,0.218,No edges random
3,0.49,0.15,3,57665_26499,0.218,No edges random
2,0.37,0.18,2,6929_56134,0.21799999999999997,No edges random
1,0.37,0.18,1,10492_6871,0.21799999999999997,No edges random
4,0.4,0.17,4,27102_967,0.21600000000000003,No edges random
0,0.24,0.21,0,63967_80314,0.21600000000000003,No edges random
3,0.24,0.21,3,6314_55320,0.21600000000000003,No edges random
3,0.4,0.17,3,89848_5886,0.21600000000000003,No edges random
3,0.52,0.14,3,9167_11165,0.21600000000000003,No edges random
2,0.4,0.17,2,56267_1540,0.21600000000000003,No edges random
0,0.52,0.14,0,7374_28972,0.21600000000000003,No edges random
4,0.32,0.19,4,54556_9535,0.21600000000000003,No edges random
2,0.28,0.2,2,63898_93624,0.21600000000000003,No edges random
2,0.48,0.15,2,2968_246243,0.216,No edges random
0,0.36,0.18,0,199692_83394,0.21599999999999997,No edges random
1,0.36,0.18,1,80254_5423,0.21599999999999997,No edges random
4,0.36,0.18,4,55004_8844,0.21599999999999997,No edges random
0,0.36,0.18,0,10087_4350,0.21599999999999997,No edges random
0,0.43,0.16,0,26512_642,0.21400000000000002,No edges random
3,0.31,0.19,3,55964_83860,0.21400000000000002,No edges random
0,0.23,0.21,0,10092_80254,0.21400000000000002,No edges random
3,0.39,0.17,3,7247_84895,0.21400000000000002,No edges random
1,0.39,0.17,1,5137_2965,0.21400000000000002,No edges random
0,0.39,0.17,0,54913_9252,0.21400000000000002,No edges random
4,0.27,0.2,4,84191_26505,0.21400000000000002,No edges random
3,0.23,0.21,3,55837_151050,0.21400000000000002,No edges random
3,0.59,0.12,3,90864_158,0.214,No edges random
3,0.59,0.12,3,5634_50674,0.214,No edges random
0,0.35,0.18,0,967_26574,0.21399999999999997,No edges random
3,0.35,0.18,3,3799_65982,0.21399999999999997,No edges random
2,0.26,0.2,2,10902_7050,0.21200000000000002,No edges random
0,0.3,0.19,0,7125_26127,0.21200000000000002,No edges random
4,0.42,0.16,4,84317_9079,0.21200000000000002,No edges random
2,0.38,0.17,2,8436_4350,0.21200000000000002,No edges random
4,0.46,0.15,4,55752_10239,0.21200000000000002,No edges random
4,0.38,0.17,4,2965_51704,0.21200000000000002,No edges random
0,0.54,0.13,0,1917_28972,0.21200000000000002,No edges random
0,0.3,0.19,0,23528_7247,0.21200000000000002,No edges random
2,0.5,0.14,2,3925_27429,0.21200000000000002,No edges random
3,0.46,0.15,3,54438_55975,0.21200000000000002,No edges random
1,0.46,0.15,1,5137_51382,0.21200000000000002,No edges random
0,0.38,0.17,0,5937_56943,0.21200000000000002,No edges random
4,0.38,0.17,4,83608_84693,0.21200000000000002,No edges random
4,0.5,0.14,4,10094_6383,0.21200000000000002,No edges random
3,0.38,0.17,3,26052_79758,0.21200000000000002,No edges random
2,0.38,0.17,2,55142_10087,0.21200000000000002,No edges random
1,0.34,0.18,1,1666_5514,0.212,No edges random
3,0.34,0.18,3,29066_115939,0.212,No edges random
3,0.37,0.17,3,6617_10907,0.21000000000000002,No edges random
1,0.37,0.17,1,29066_57132,0.21000000000000002,No edges random
4,0.33,0.18,4,23369_92922,0.21,No edges random
2,0.36,0.17,2,5886_9535,0.20800000000000002,No edges random
2,0.24,0.2,2,64288_9819,0.20800000000000002,No edges random
4,0.44,0.15,4,4528_93426,0.20800000000000002,No edges random
4,0.4,0.16,4,3925_54620,0.20800000000000002,No edges random
0,0.28,0.19,0,163071_55722,0.20800000000000002,No edges random
4,0.32,0.18,4,51150_26507,0.208,No edges random
2,0.32,0.18,2,118_9819,0.208,No edges random
3,0.23,0.2,3,3298_388115,0.20600000000000004,No edges random
4,0.23,0.2,4,120534_26058,0.20600000000000004,No edges random
3,0.23,0.2,3,221504_151050,0.20600000000000004,No edges random
1,0.39,0.16,1,112574_4440,0.20600000000000002,No edges random
1,0.39,0.16,1,4747_6242,0.20600000000000002,No edges random
4,0.35,0.17,4,80011_163702,0.20600000000000002,No edges random
3,0.47,0.14,3,528_9079,0.20600000000000002,No edges random
1,0.27,0.19,1,6871_2965,0.20600000000000002,No edges random
1,0.27,0.19,1,149603_80143,0.20600000000000002,No edges random
0,0.39,0.16,0,51566_23176,0.20600000000000002,No edges random
1,0.43,0.15,1,10243_7881,0.20600000000000002,No edges random
3,0.35,0.17,3,129285_10212,0.20600000000000002,No edges random
3,0.31,0.18,3,3925_54762,0.206,No edges random
2,0.42,0.15,2,10243_2639,0.20400000000000001,No edges random
2,0.34,0.17,2,2764_56970,0.20400000000000001,No edges random
3,0.38,0.16,3,199692_5097,0.20400000000000001,No edges random
4,0.42,0.15,4,7323_9079,0.20400000000000001,No edges random
1,0.38,0.16,1,945_112574,0.20400000000000001,No edges random
4,0.38,0.16,4,56650_54531,0.20400000000000001,No edges random
0,0.21,0.2,0,10569_10036,0.20200000000000004,No edges random
4,0.45,0.14,4,4747_153129,0.202,No edges random
2,0.33,0.17,2,5414_7871,0.202,No edges random
4,0.33,0.17,4,54531_120,0.202,No edges random
2,0.49,0.13,2,2764_10467,0.202,No edges random
2,0.44,0.14,2,138716_51282,0.2,No edges random
0,0.4,0.15,0,64320_23788,0.2,No edges random
0,0.24,0.19,0,130617_23421,0.2,No edges random
2,0.36,0.16,2,55311_246243,0.2,No edges random
2,0.36,0.16,2,1902_132320,0.2,No edges random
0,0.23,0.19,0,6874_83540,0.19800000000000004,No edges random
1,0.27,0.18,1,4331_80824,0.198,No edges random
2,0.38,0.15,2,387032_10901,0.196,No edges random
3,0.38,0.15,3,83741_51501,0.196,No edges random
0,0.38,0.15,0,26052_54765,0.196,No edges random
0,0.38,0.15,0,8667_54926,0.196,No edges random
0,0.3,0.17,0,55787_8844,0.196,No edges random
4,0.38,0.15,4,79983_81839,0.196,No edges random
2,0.3,0.17,2,83987_27309,0.196,No edges random
3,0.25,0.18,3,1211_10782,0.194,No edges random
3,0.41,0.14,3,64288_8801,0.194,No edges random
3,0.29,0.17,3,26505_130617,0.194,No edges random
3,0.4,0.14,3,27102_4331,0.19200000000000003,No edges random
0,0.4,0.14,0,9741_51501,0.19200000000000003,No edges random
2,0.2,0.19,2,63967_56970,0.19200000000000003,No edges random
0,0.36,0.15,0,64795_989,0.192,No edges random
0,0.28,0.17,0,130617_93624,0.192,No edges random
3,0.28,0.17,3,4010_83930,0.192,No edges random
2,0.32,0.16,2,5870_7584,0.192,No edges random
3,0.36,0.15,3,64320_54069,0.192,No edges random
3,0.39,0.14,3,2319_5170,0.19000000000000003,No edges random
4,0.27,0.17,4,7050_10043,0.19,No edges random
4,0.35,0.15,4,55330_529,0.19,No edges random
0,0.27,0.17,0,51501_26205,0.19,No edges random
4,0.27,0.17,4,51317_54762,0.19,No edges random
1,0.42,0.13,1,129401_657,0.188,No edges random
3,0.3,0.16,3,57120_54913,0.188,No edges random
0,0.3,0.16,0,124401_199692,0.188,No edges random
2,0.26,0.17,2,5629_8548,0.188,No edges random
4,0.26,0.17,4,387032_1471,0.188,No edges random
0,0.25,0.17,0,30832_57405,0.186,No edges random
0,0.25,0.17,0,10043_7871,0.186,No edges random
3,0.37,0.14,3,81628_115939,0.186,No edges random
2,0.28,0.16,2,3575_54812,0.184,No edges random
2,0.36,0.14,2,129285_54994,0.184,No edges random
4,0.24,0.17,4,28988_9586,0.184,No edges random
2,0.23,0.17,2,54556_4209,0.18200000000000002,No edges random
4,0.39,0.13,4,83741_7247,0.18200000000000002,No edges random
3,0.23,0.17,3,65982_26205,0.18200000000000002,No edges random
3,0.34,0.14,3,6879_967,0.18000000000000002,No edges random
1,0.34,0.14,1,57146_10542,0.18000000000000002,No edges random
3,0.21,0.17,3,23186_64219,0.17800000000000002,No edges random
4,0.25,0.16,4,10467_64793,0.178,No edges random
0,0.37,0.13,0,3925_5509,0.178,No edges random
0,0.29,0.15,0,23580_54762,0.178,No edges random
2,0.32,0.14,2,93426_79780,0.17600000000000002,No edges random
4,0.32,0.14,4,51382_112939,0.17600000000000002,No edges random
1,0.28,0.15,1,64288_342538,0.176,No edges random
1,0.23,0.16,1,199692_81628,0.17400000000000002,No edges random
0,0.23,0.16,0,2319_64793,0.17400000000000002,No edges random
2,0.32,0.13,2,91408_57132,0.168,No edges random
0,0.24,0.15,0,221504_11016,0.16799999999999998,No edges random
4,0.31,0.13,4,1211_79047,0.166,No edges random
2,0.23,0.15,2,54785_10782,0.166,No edges random
1,0.28,0.13,1,55330_83930,0.16000000000000003,No edges random
4,0.23,0.14,4,65982_81628,0.15800000000000003,No edges random
2,0.22,0.14,2,819_51759,0.15600000000000003,No edges random
3,0.34,0.11,3,83608_573,0.15600000000000003,No edges random
1,0.24,0.13,1,80301_23580,0.15200000000000002,No edges random
4,0.3,0.11,4,57405_79047,0.14800000000000002,No edges random
0,0.22,0.13,0,8436_80152,0.14800000000000002,No edges random
1,0.34,0.1,1,3704_2319,0.14800000000000002,No edges random
0,0.34,0.1,0,3925_79047,0.14800000000000002,No edges random
4,0.25,0.12,4,9650_115207,0.14600000000000002,No edges random
0,0.24,0.11,0,100505876_64426,0.136,No edges random
0,0.16,0.12,0,9167_26093,0.128,No edges random
0,0.25,0.09,0,100505876_26097,0.122,No edges random
0,0.23,0.07,0,57146_23468,0.10200000000000001,No edges random
