index,Network,Performance,method,num_nets,min_nets,Group,GeneSet,Comparator,Disease
Acute monoblastic leukemia,OC_nocite_11__composite_min2,5.791442429154096,OC,11,2,NOCITE,Literature,False,922
Acute myelomonocytic leukemia,OC_nocite_11__composite_min2,49.151260016840666,OC,11,2,NOCITE,Literature,False,923
Acute pancreatitis,OC_nocite_11__composite_min2,186.78300484506536,OC,11,2,NOCITE,Literature,False,924
Acute respiratory distress,OC_nocite_11__composite_min2,168.28039855125346,OC,11,2,NOCITE,Literature,False,925
Adenocarcinoma Of Esophagus,OC_nocite_11__composite_min2,104.07599849598314,OC,11,2,NOCITE,Literature,False,926
Adenocarcinoma of colon,OC_nocite_11__composite_min2,101.40860078243182,OC,11,2,NOCITE,Literature,False,927
Adenocarcinoma of large intestine,OC_nocite_11__composite_min2,45.13850172930128,OC,11,2,NOCITE,Literature,False,928
Adenocarcinoma of pancreas,OC_nocite_11__composite_min2,152.9603966632403,OC,11,2,NOCITE,Literature,False,929
Adenocarcinoma of prostate,OC_nocite_11__composite_min2,81.68203065319173,OC,11,2,NOCITE,Literature,False,930
Adenocarcinoma of rectum,OC_nocite_11__composite_min2,17.521229556781314,OC,11,2,NOCITE,Literature,False,931
Adenocarcinoma of small intestine,OC_nocite_11__composite_min2,32.57377243446613,OC,11,2,NOCITE,Literature,False,932
"Adenocarcinoma, Clear Cell",OC_nocite_11__composite_min2,23.967469960273768,OC,11,2,NOCITE,Literature,False,933
"Adenocarcinoma, Endometrioid",OC_nocite_11__composite_min2,51.16221567849104,OC,11,2,NOCITE,Literature,False,934
Adenoid Cystic Carcinoma,OC_nocite_11__composite_min2,54.89952022009969,OC,11,2,NOCITE,Literature,False,935
Adenoma of large intestine,OC_nocite_11__composite_min2,77.13608762918058,OC,11,2,NOCITE,Literature,False,936
Adenomatous Polyps,OC_nocite_11__composite_min2,30.095814399178465,OC,11,2,NOCITE,Literature,False,937
Adenosquamous carcinoma,OC_nocite_11__composite_min2,44.246645305402936,OC,11,2,NOCITE,Literature,False,938
Adolescent idiopathic scoliosis,OC_nocite_11__composite_min2,57.65719667700722,OC,11,2,NOCITE,Literature,False,939
Adrenal Cortical Adenoma,OC_nocite_11__composite_min2,49.839776509277975,OC,11,2,NOCITE,Literature,False,940
Adrenal Gland Pheochromocytoma,OC_nocite_11__composite_min2,123.51199232572664,OC,11,2,NOCITE,Literature,False,941
Adrenal cortical hypofunction,OC_nocite_11__composite_min2,141.4601514789767,OC,11,2,NOCITE,Literature,False,942
Adrenocortical carcinoma,OC_nocite_11__composite_min2,55.42670707468353,OC,11,2,NOCITE,Literature,False,943
Adrenoleukodystrophy,OC_nocite_11__composite_min2,35.56402058692568,OC,11,2,NOCITE,Literature,False,944
Adult Acute Monocytic Leukemia,OC_nocite_11__composite_min2,36.14374828843504,OC,11,2,NOCITE,Literature,False,945
Adult Acute Myeloblastic Leukemia,OC_nocite_11__composite_min2,36.473718059822666,OC,11,2,NOCITE,Literature,False,946
Adult Anaplastic Large Cell Lymphoma,OC_nocite_11__composite_min2,99.34282444100546,OC,11,2,NOCITE,Literature,False,947
Adult Angiosarcoma,OC_nocite_11__composite_min2,18.18804771906017,OC,11,2,NOCITE,Literature,False,948
Adult B Acute Lymphoblastic Leukemia,OC_nocite_11__composite_min2,16.735316749637295,OC,11,2,NOCITE,Literature,False,949
Adult Burkitt Lymphoma,OC_nocite_11__composite_min2,127.07548300116832,OC,11,2,NOCITE,Literature,False,950
Adult Classical Hodgkin Lymphoma,OC_nocite_11__composite_min2,86.64964706077939,OC,11,2,NOCITE,Literature,False,951
Adult Ependymoma,OC_nocite_11__composite_min2,49.81725976898956,OC,11,2,NOCITE,Literature,False,952
Adult Erythroleukemia,OC_nocite_11__composite_min2,59.72229771958816,OC,11,2,NOCITE,Literature,False,953
Adult Extraskeletal Myxoid Chondrosarcoma,OC_nocite_11__composite_min2,5.138541151965932,OC,11,2,NOCITE,Literature,False,954
Adult Fibrosarcoma,OC_nocite_11__composite_min2,66.77748702348384,OC,11,2,NOCITE,Literature,False,955
Adult Hepatocellular Carcinoma,OC_nocite_11__composite_min2,29.18038424060022,OC,11,2,NOCITE,Literature,False,956
Adult Hodgkin Lymphoma,OC_nocite_11__composite_min2,232.9643878286064,OC,11,2,NOCITE,Literature,False,957
Adult Leiomyosarcoma,OC_nocite_11__composite_min2,24.612453564856533,OC,11,2,NOCITE,Literature,False,958
Adult Liposarcoma,OC_nocite_11__composite_min2,23.20822013848819,OC,11,2,NOCITE,Literature,False,959
Adult Lymphoblastic Lymphoma,OC_nocite_11__composite_min2,28.57714788993176,OC,11,2,NOCITE,Literature,False,960
Adult Malignant Peripheral Nerve Sheath Tumor,OC_nocite_11__composite_min2,38.89833697802639,OC,11,2,NOCITE,Literature,False,961
Adult Meningioma,OC_nocite_11__composite_min2,56.28084886982141,OC,11,2,NOCITE,Literature,False,962
Adult Myelodysplastic Syndrome,OC_nocite_11__composite_min2,48.763384059272994,OC,11,2,NOCITE,Literature,False,963
Adult Non-Hodgkin Lymphoma,OC_nocite_11__composite_min2,61.99783865405272,OC,11,2,NOCITE,Literature,False,964
Adult Oligodendroglioma,OC_nocite_11__composite_min2,21.59561562471996,OC,11,2,NOCITE,Literature,False,965
Adult Pilocytic Astrocytoma,OC_nocite_11__composite_min2,70.02991667758283,OC,11,2,NOCITE,Literature,False,966
Adult Soft Tissue Sarcoma,OC_nocite_11__composite_min2,81.53156405936888,OC,11,2,NOCITE,Literature,False,967
Adult Synovial Sarcoma,OC_nocite_11__composite_min2,59.415367323884574,OC,11,2,NOCITE,Literature,False,968
Adult Undifferentiated Pleomorphic Sarcoma,OC_nocite_11__composite_min2,10.910071592864671,OC,11,2,NOCITE,Literature,False,969
Adult type dermatomyositis,OC_nocite_11__composite_min2,117.23458962116187,OC,11,2,NOCITE,Literature,False,970
Adult-Onset Still Disease,OC_nocite_11__composite_min2,216.40007204864972,OC,11,2,NOCITE,Literature,False,971
Advanced breast cancer,OC_nocite_11__composite_min2,29.27968492437042,OC,11,2,NOCITE,Literature,False,972
African Trypanosomiasis,OC_nocite_11__composite_min2,3.717029451916498,OC,11,2,NOCITE,Literature,False,973
Age-related cataract,OC_nocite_11__composite_min2,22.263243238131096,OC,11,2,NOCITE,Literature,False,974
Agenesis,OC_nocite_11__composite_min2,148.85196099179117,OC,11,2,NOCITE,Literature,False,975
Agenesis of corpus callosum,OC_nocite_11__composite_min2,57.42367830779428,OC,11,2,NOCITE,Literature,False,976
Aggressive Non-Hodgkin Lymphoma,OC_nocite_11__composite_min2,94.2878431236657,OC,11,2,NOCITE,Literature,False,977
Agnosia for Pain,OC_nocite_11__composite_min2,152.47824799618073,OC,11,2,NOCITE,Literature,False,978
Alcohol Use Disorder,OC_nocite_11__composite_min2,92.50370051655456,OC,11,2,NOCITE,Literature,False,979
Alcohol or Other Drugs use,OC_nocite_11__composite_min2,63.85364733931413,OC,11,2,NOCITE,Literature,False,980
"Alcoholic Intoxication, Chronic",OC_nocite_11__composite_min2,403.6778762018042,OC,11,2,NOCITE,Literature,False,981
Allergic asthma,OC_nocite_11__composite_min2,239.9291742137104,OC,11,2,NOCITE,Literature,False,982
Allergic rhinitis (disorder),OC_nocite_11__composite_min2,233.7442703482812,OC,11,2,NOCITE,Literature,False,983
Alopecia,OC_nocite_11__composite_min2,65.63399359507811,OC,11,2,NOCITE,Literature,False,984
Alveolar Soft Part Sarcoma,OC_nocite_11__composite_min2,12.12240847274204,OC,11,2,NOCITE,Literature,False,985
Alveolar rhabdomyosarcoma,OC_nocite_11__composite_min2,108.43752706249846,OC,11,2,NOCITE,Literature,False,986
"Alzheimer Disease, Early Onset",OC_nocite_11__composite_min2,16.686265702262578,OC,11,2,NOCITE,Literature,False,987
"Alzheimer Disease, Late Onset",OC_nocite_11__composite_min2,59.02349331159863,OC,11,2,NOCITE,Literature,False,988
"Alzheimer disease, familial, type 3",OC_nocite_11__composite_min2,37.56267776458353,OC,11,2,NOCITE,Literature,False,989
Ameloblastoma,OC_nocite_11__composite_min2,74.70171648064004,OC,11,2,NOCITE,Literature,False,990
Amnesia,OC_nocite_11__composite_min2,25.918818000845917,OC,11,2,NOCITE,Literature,False,991
"Amyotrophic Lateral Sclerosis, Familial",OC_nocite_11__composite_min2,6.4208456368541365,OC,11,2,NOCITE,Literature,False,992
"Amyotrophic Lateral Sclerosis, Sporadic",OC_nocite_11__composite_min2,10.44051776791196,OC,11,2,NOCITE,Literature,False,993
Anaplastic astrocytoma,OC_nocite_11__composite_min2,45.84558720428213,OC,11,2,NOCITE,Literature,False,994
Anaplastic thyroid carcinoma,OC_nocite_11__composite_min2,81.39961127336463,OC,11,2,NOCITE,Literature,False,995
Anastomosis,OC_nocite_11__composite_min2,25.16012043077388,OC,11,2,NOCITE,Literature,False,996
Androgen-Insensitivity Syndrome,OC_nocite_11__composite_min2,73.25211997157379,OC,11,2,NOCITE,Literature,False,997
"Anemia, Diamond-Blackfan",OC_nocite_11__composite_min2,6.839487839930869,OC,11,2,NOCITE,Literature,False,998
"Anemia, Hemolytic",OC_nocite_11__composite_min2,20.855697983317373,OC,11,2,NOCITE,Literature,False,999
"Anemia, Sickle Cell",OC_nocite_11__composite_min2,123.7983116058291,OC,11,2,NOCITE,Literature,False,1000
"Anemia, severe",OC_nocite_11__composite_min2,18.925662155006854,OC,11,2,NOCITE,Literature,False,1001
Angelman Syndrome,OC_nocite_11__composite_min2,16.488295132173896,OC,11,2,NOCITE,Literature,False,1002
Angioimmunoblastic Lymphadenopathy,OC_nocite_11__composite_min2,57.18762633648444,OC,11,2,NOCITE,Literature,False,1003
Anhedonia,OC_nocite_11__composite_min2,28.345156669000477,OC,11,2,NOCITE,Literature,False,1004
Anorexia Nervosa,OC_nocite_11__composite_min2,100.23271744515664,OC,11,2,NOCITE,Literature,False,1005
Anthrax disease,OC_nocite_11__composite_min2,9.557843193753046,OC,11,2,NOCITE,Literature,False,1006
Aortic Aneurysm,OC_nocite_11__composite_min2,105.97747546330189,OC,11,2,NOCITE,Literature,False,1007
Aortic Valve Insufficiency,OC_nocite_11__composite_min2,60.45495203305666,OC,11,2,NOCITE,Literature,False,1008
Aortic Valve Stenosis,OC_nocite_11__composite_min2,79.56771967293334,OC,11,2,NOCITE,Literature,False,1009
Aortic aneurysm without mention of rupture NOS,OC_nocite_11__composite_min2,43.98246593251943,OC,11,2,NOCITE,Literature,False,1010
Aplasia Cutis Congenita,OC_nocite_11__composite_min2,72.58455483945359,OC,11,2,NOCITE,Literature,False,1011
Aplastic Anemia,OC_nocite_11__composite_min2,146.07927951099634,OC,11,2,NOCITE,Literature,False,1012
"Arthritis, Psoriatic",OC_nocite_11__composite_min2,185.9186947615377,OC,11,2,NOCITE,Literature,False,1013
Arthrogryposis,OC_nocite_11__composite_min2,26.989468742931503,OC,11,2,NOCITE,Literature,False,1014
Asthenozoospermia,OC_nocite_11__composite_min2,9.775227867566604,OC,11,2,NOCITE,Literature,False,1015
Ataxia Telangiectasia,OC_nocite_11__composite_min2,61.0797254528134,OC,11,2,NOCITE,Literature,False,1016
"Ataxia, Spinocerebellar",OC_nocite_11__composite_min2,24.795927708498127,OC,11,2,NOCITE,Literature,False,1017
Atherosclerotic lesion,OC_nocite_11__composite_min2,111.57817030973312,OC,11,2,NOCITE,Literature,False,1018
Atherothrombosis,OC_nocite_11__composite_min2,194.7299678988989,OC,11,2,NOCITE,Literature,False,1019
Atrial Premature Complexes,OC_nocite_11__composite_min2,29.456452481345032,OC,11,2,NOCITE,Literature,False,1020
Atypical Teratoid Rhabdoid Tumor,OC_nocite_11__composite_min2,10.171958030235082,OC,11,2,NOCITE,Literature,False,1021
Autoimmune arthritis,OC_nocite_11__composite_min2,61.52188424507923,OC,11,2,NOCITE,Literature,False,1022
Autoinflammatory disease,OC_nocite_11__composite_min2,39.65041661741563,OC,11,2,NOCITE,Literature,False,1023
Autosomal dominant retinitis pigmentosa,OC_nocite_11__composite_min2,34.59409831722985,OC,11,2,NOCITE,Literature,False,1024
Avellino corneal dystrophy,OC_nocite_11__composite_min2,69.24172016317657,OC,11,2,NOCITE,Literature,False,1025
Axonal neuropathy,OC_nocite_11__composite_min2,14.966553198380408,OC,11,2,NOCITE,Literature,False,1026
Azoospermia,OC_nocite_11__composite_min2,38.89154128054494,OC,11,2,NOCITE,Literature,False,1027
"B-CELL MALIGNANCY, LOW-GRADE",OC_nocite_11__composite_min2,213.65489842294687,OC,11,2,NOCITE,Literature,False,1028
Bacteremia,OC_nocite_11__composite_min2,118.86066278604038,OC,11,2,NOCITE,Literature,False,1029
Barrett Esophagus,OC_nocite_11__composite_min2,99.52449112014216,OC,11,2,NOCITE,Literature,False,1030
Basal-Like Breast Carcinoma,OC_nocite_11__composite_min2,116.25597942482972,OC,11,2,NOCITE,Literature,False,1031
Basophilic leukemia,OC_nocite_11__composite_min2,4.1085422831723655,OC,11,2,NOCITE,Literature,False,1032
Beckwith-Wiedemann Syndrome,OC_nocite_11__composite_min2,14.542899270251889,OC,11,2,NOCITE,Literature,False,1033
Behcet Syndrome,OC_nocite_11__composite_min2,289.33332413484635,OC,11,2,NOCITE,Literature,False,1034
Benign melanocytic nevus,OC_nocite_11__composite_min2,29.36158178359221,OC,11,2,NOCITE,Literature,False,1035
Bernard-Soulier Syndrome,OC_nocite_11__composite_min2,76.33321350939669,OC,11,2,NOCITE,Literature,False,1036
Bicuspid aortic valve,OC_nocite_11__composite_min2,22.930570322838413,OC,11,2,NOCITE,Literature,False,1037
Bilateral cataracts (disorder),OC_nocite_11__composite_min2,76.38492178587865,OC,11,2,NOCITE,Literature,False,1038
Biliary Atresia,OC_nocite_11__composite_min2,75.06088625751507,OC,11,2,NOCITE,Literature,False,1039
Biliary Tract Cancer,OC_nocite_11__composite_min2,53.79485931699935,OC,11,2,NOCITE,Literature,False,1040
Blast Phase,OC_nocite_11__composite_min2,67.47543903019296,OC,11,2,NOCITE,Literature,False,1041
Blastic plasmacytoid dendritic cell neoplasm,OC_nocite_11__composite_min2,7.194744324666273,OC,11,2,NOCITE,Literature,False,1042
Blepharoptosis,OC_nocite_11__composite_min2,1.4599873553181515,OC,11,2,NOCITE,Literature,False,1043
Blood spots,OC_nocite_11__composite_min2,17.745444696993893,OC,11,2,NOCITE,Literature,False,1044
Bloom Syndrome,OC_nocite_11__composite_min2,28.2121057185859,OC,11,2,NOCITE,Literature,False,1045
Borderline Personality Disorder,OC_nocite_11__composite_min2,103.4733382436004,OC,11,2,NOCITE,Literature,False,1046
Brain Ischemia,OC_nocite_11__composite_min2,65.15469953519074,OC,11,2,NOCITE,Literature,False,1047
"Brain Tumor, Primary",OC_nocite_11__composite_min2,16.14183610158112,OC,11,2,NOCITE,Literature,False,1048
"Breast Cancer, Familial",OC_nocite_11__composite_min2,58.95617195996699,OC,11,2,NOCITE,Literature,False,1049
Breast adenocarcinoma,OC_nocite_11__composite_min2,22.54276225458537,OC,11,2,NOCITE,Literature,False,1050
Bronchioloalveolar Adenocarcinoma,OC_nocite_11__composite_min2,39.22269257814616,OC,11,2,NOCITE,Literature,False,1051
Bronchopulmonary Dysplasia,OC_nocite_11__composite_min2,123.71877625201392,OC,11,2,NOCITE,Literature,False,1052
Brucellosis,OC_nocite_11__composite_min2,56.23562029107023,OC,11,2,NOCITE,Literature,False,1053
Brugada Syndrome (disorder),OC_nocite_11__composite_min2,111.38382710278984,OC,11,2,NOCITE,Literature,False,1054
"Bulbo-Spinal Atrophy, X-Linked",OC_nocite_11__composite_min2,10.307906383756988,OC,11,2,NOCITE,Literature,False,1055
Bullous pemphigoid,OC_nocite_11__composite_min2,123.70685046278508,OC,11,2,NOCITE,Literature,False,1056
CHARGE Syndrome,OC_nocite_11__composite_min2,18.387140963553943,OC,11,2,NOCITE,Literature,False,1057
Cancer cachexia,OC_nocite_11__composite_min2,51.24533676189603,OC,11,2,NOCITE,Literature,False,1058
Cancer of Nasopharynx,OC_nocite_11__composite_min2,13.233830341443054,OC,11,2,NOCITE,Literature,False,1059
Cannabis use,OC_nocite_11__composite_min2,36.69114201815231,OC,11,2,NOCITE,Literature,False,1060
Carcinoma of larynx,OC_nocite_11__composite_min2,135.9976292707617,OC,11,2,NOCITE,Literature,False,1061
"Carcinoma of urinary bladder, invasive",OC_nocite_11__composite_min2,58.82100983720391,OC,11,2,NOCITE,Literature,False,1062
"Carcinoma, Endometrioid",OC_nocite_11__composite_min2,50.001425272858576,OC,11,2,NOCITE,Literature,False,1063
"Carcinoma, Lewis Lung",OC_nocite_11__composite_min2,67.2319161793959,OC,11,2,NOCITE,Literature,False,1064
"Carcinoma, Papillary",OC_nocite_11__composite_min2,32.98392924842948,OC,11,2,NOCITE,Literature,False,1065
"Carcinoma, Small Cell",OC_nocite_11__composite_min2,64.78467488063961,OC,11,2,NOCITE,Literature,False,1066
"Carcinoma, Spindle-Cell",OC_nocite_11__composite_min2,11.686871306137832,OC,11,2,NOCITE,Literature,False,1067
Carcinosarcoma,OC_nocite_11__composite_min2,17.154802681409883,OC,11,2,NOCITE,Literature,False,1068
Cardiac Arrest,OC_nocite_11__composite_min2,73.2253548034187,OC,11,2,NOCITE,Literature,False,1069
Cardiac fibrosis,OC_nocite_11__composite_min2,113.92208984344845,OC,11,2,NOCITE,Literature,False,1070
Carotid Atherosclerosis,OC_nocite_11__composite_min2,85.6352981636283,OC,11,2,NOCITE,Literature,False,1071
Carotid Stenosis,OC_nocite_11__composite_min2,61.59662427447744,OC,11,2,NOCITE,Literature,False,1072
Cataract,OC_nocite_11__composite_min2,70.4967060683055,OC,11,2,NOCITE,Literature,False,1073
Cavernous Hemangioma of Brain,OC_nocite_11__composite_min2,38.27624905581629,OC,11,2,NOCITE,Literature,False,1074
Celiac Disease,OC_nocite_11__composite_min2,256.71220534156225,OC,11,2,NOCITE,Literature,False,1075
Central Serous Chorioretinopathy,OC_nocite_11__composite_min2,53.79129281505852,OC,11,2,NOCITE,Literature,False,1076
Cerebellar Hypoplasia,OC_nocite_11__composite_min2,7.556470318887481,OC,11,2,NOCITE,Literature,False,1077
Cerebellar atrophy,OC_nocite_11__composite_min2,10.21819632619653,OC,11,2,NOCITE,Literature,False,1078
Cerebellar degeneration,OC_nocite_11__composite_min2,4.877307438968507,OC,11,2,NOCITE,Literature,False,1079
Cerebral Palsy,OC_nocite_11__composite_min2,47.89806431686501,OC,11,2,NOCITE,Literature,False,1080
Cerebral atrophy,OC_nocite_11__composite_min2,33.83869583733422,OC,11,2,NOCITE,Literature,False,1081
Cervical Intraepithelial Neoplasia,OC_nocite_11__composite_min2,75.92139091923973,OC,11,2,NOCITE,Literature,False,1082
Cervical Squamous Cell Carcinoma,OC_nocite_11__composite_min2,63.48420611227744,OC,11,2,NOCITE,Literature,False,1083
Chagas Disease,OC_nocite_11__composite_min2,59.84794238073938,OC,11,2,NOCITE,Literature,False,1084
Charcot-Marie-Tooth Disease,OC_nocite_11__composite_min2,18.83669848676318,OC,11,2,NOCITE,Literature,False,1085
Chikungunya Fever,OC_nocite_11__composite_min2,73.81784665385594,OC,11,2,NOCITE,Literature,False,1086
Childhood Acute Monocytic Leukemia,OC_nocite_11__composite_min2,27.492122275497096,OC,11,2,NOCITE,Literature,False,1087
Childhood Acute Myeloid Leukemia,OC_nocite_11__composite_min2,45.31585679473586,OC,11,2,NOCITE,Literature,False,1088
Childhood Anaplastic Large Cell Lymphoma,OC_nocite_11__composite_min2,84.12001470697918,OC,11,2,NOCITE,Literature,False,1089
Childhood Angiosarcoma,OC_nocite_11__composite_min2,15.817363167528274,OC,11,2,NOCITE,Literature,False,1090
Childhood B Acute Lymphoblastic Leukemia,OC_nocite_11__composite_min2,22.09543272264009,OC,11,2,NOCITE,Literature,False,1091
Childhood Burkitt Lymphoma,OC_nocite_11__composite_min2,102.61562162570809,OC,11,2,NOCITE,Literature,False,1092
Childhood Ependymoma,OC_nocite_11__composite_min2,53.99176714992,OC,11,2,NOCITE,Literature,False,1093
